Movie_Title,Movie_ID,ListOfCertificate
The Meaning of Life,85959,R
Ladybugs,104670,PG-13
A Star Is Born,47522,"PG,TV-PG"
Kiss of Death,113552,"R,TV-14"
The Music Man,56262,G
Child's Play 3,103956,"TV-MA,R,TV-14"
Baby: Secret of the Lost Legend,88760,PG
Get Carter,208988,R
Solaris,307479,"PG-13,R"
Lions for Lambs,891527,R
For a Few Dollars More,59578,"R,M"
The Next Best Thing,156841,PG-13
Miss Bala,5941692,PG-13
Judy Moody and the Not Bummer Summer,1547230,"TV-G,PG,TV-PG"
Madonna: Truth or Dare,102370,"R,TV-14"
The Cave,402901,PG-13
More American Graffiti,79576,PG
Killing Them Softly,1764234,"R,TV-14"
Twilight,119594,R
King Solomon's Mines,89421,PG-13
Seven Psychopaths,1931533,R
See No Evil,437179,R
American Psycho,144084,R
The Box,362478,PG-13
Wings of Courage,114952,G
Dead Man on Campus,118301,R
The Invasion,427392,"PG-13,TV-14"
Ponyo,876563,G
Quick Change,100449,R
Toy Soldiers,103112,"R,TV-14"
The Sandpiper,59674,TV-14
The Adventures of Pinocchio,115472,G
The Cincinnati Kid,59037,TV-14
Bangkok Dangerous,814022,R
Catch and Release,395495,PG-13
About Time,2194499,R
Youth in Revolt,403702,R
First Strike,116704,PG-13
Hair,79261,PG
The Greatest Game Ever Played,388980,PG
Bait,211938,R
No Escape,110678,R
She-Devil,98309,PG-13
Half Past Dead,297162,PG-13
Mr. Destiny,100201,"PG-13,TV-PG"
Spaced Invaders,100666,PG
Wrong Turn,295700,R
African Cats,1223236,G
The Infiltrator,1355631,R
Drowning Mona,186045,PG-13
A Guy Thing,295289,PG-13
RocketMan,120029,PG
Reversal of Fortune,100486,R
A Kiss Before Dying,102220,R
Youngblood,92272,R
The Greatest Story Ever Told,59245,G
The Bonfire of the Vanities,99165,R
Mad Love,113729,PG-13
A Perfect Getaway,971209,R
High Plains Drifter,68699,"R,TV-14"
The Island,80934,R
Leviathan,97737,R
Pride and Glory,482572,R
Paparazzi,338325,PG-13
Wishmaster,120524,R
3000 Miles to Graceland,233142,R
Avalon,99073,PG
Hunter Killer,1846589,R
Black Sunday,75765,R
The Gospel,451069,PG
Kiss Me Goodbye,84210,PG
Eddie the Eagle,1083452,PG-13
The Kite Runner,419887,PG-13
Devil's Due,2752758,R
Dance with Me,120576,PG
Charly,62794,"PG,M"
Masquerade,95599,R
Far from Heaven,297884,"PG-13,TV-14"
The Birth of a Nation,4196450,R
Gorky Park,85615,"R,TV-14"
Thomas and the Magic Railroad,205461,"TV-Y,TV-G,TV-Y7,G,TV-PG"
Hero at Large,80863,PG
Jason Goes to Hell: The Final Friday,107254,R
Next of Kin,97967,R
Armed and Dangerous,90660,"PG-13,TV-14"
Dr. No,55928,"GP,PG,TV-PG"
Westworld,70909,PG
Mortal Engines,1571234,PG-13
Over the Top,93692,PG
The Day of the Jackal,69947,PG
A Midsummer Night's Dream,140379,PG-13
Imagine That,780567,PG
No Holds Barred,97987,PG-13
Death Wish II,82250,"R,TV-14"
The Prophecy,114194,"TV-MA,R"
The Getaway,109890,"R,TV-14"
Fruitvale Station,2334649,R
Death Wish 3,89003,"R,TV-14"
"Bright Lights, Big City",94799,R
Waiting...,348333,R
Jobs,2357129,"PG-13,TV-PG"
D.C. Cab,85387,"R,TV-14"
Vanity Fair,241025,PG-13
Richard Pryor... Here and Now,86194,R
Mo' Better Blues,100168,R
Begin Again,1980929,R
I Love You to Death,99819,"R,TV-14"
Wolf Creek,416315,R
Jennifer's Body,1131734,R
Raw Deal,91828,"R,TV-14"
Cool Hand Luke,61512,GP
Fire Down Below,119123,"R,TV-PG"
Black Christmas,454082,R
Original Sin,218922,R
Crossing Delancey,94921,PG
Men at Work,100135,"PG-13,TV-14"
The Perfect Man,380623,PG
Forever My Girl,4103724,PG
Defending Your Life,101698,PG
"New York, New York",76451,PG
Monkey Kingdom,3660770,G
Sergeant York,34167,
The Master,1560747,"R,TV-14"
Breaking Away,78902,PG
Eye of the Beholder,120662,R
Black Heart,11192414,
Mary Queen of Scots,2328900,R
BUtterfield 8,53622,
Trainspotting,117951,"TV-MA,R,TV-14"
Spacehunter: Adventures in the Forbidden Zone,86346,PG
The Hitcher,455960,R
Terminal Velocity,111400,PG-13
The War,111667,PG-13
Krull,85811,PG
Shocker,98320,R
54,120577,R
Beat Street,86946,PG
Heart and Souls,107091,PG-13
Buffy the Vampire Slayer,103893,"PG-13,TV-14"
Muppets from Space,158811,G
True Crime,139668,R
Deep Cover,104073,R
Bringing Out the Dead,163988,R
Unaccompanied Minors,488658,"PG,TV-PG"
Missing Link,6348138,PG
Tremors,100814,PG-13
Baby's Day Out,109190,PG
The Final Countdown,80736,PG
Hellraiser: Bloodline,116514,R
Flatliners,2039338,PG-13
Georgy Girl,60453,
The Farewell,8637428,PG
Zapped!,84945,"PG,R"
The One and Only,78034,PG
Looking for Mr. Goodbar,76327,"R,TV-14"
The Thing,905372,R
Crazy/Beautiful,250224,"PG-13,R"
Serving Sara,261289,PG-13
Lover Come Back,55100,TV-PG
88 Minutes,411061,R
The Counselor,2193215,R
The Country Bears,276033,G
Boiler Room,181984,R
Splice,1017460,R
Kingdom of the Spiders,76271,PG
Which Way Is Up?,76913,"R,TV-14"
Vanishing Wilderness,181123,G
Wimbledon,360201,PG-13
Norm of the North,1594972,PG
Jury Duty,113500,PG-13
Once Is Not Enough,73190,R
Rock Star,202470,R
The Hurt Locker,887912,R
Son of the Mask,362165,PG
Kiss of the Spider Woman,89424,R
Wanderlust,1655460,R
The Devil's Rejects,395584,R
Hudson Hawk,102070,"R,TV-14"
The Guardian,99710,"R,TV-14"
Pokémon 3 the Movie: Spell of the Unown,235679,G
Seventh Son,1121096,PG-13
All the Right Moves,85154,R
Fired Up!,1083456,"PG-13,TV-14"
The Alamo,53580,TV-PG
A Most Wanted Man,1972571,R
A Bronx Tale,106489,R
The Glass Castle,2378507,PG-13
Half Baked,120693,R
Max Keeble's Big Move,273799,"TV-G,TV-Y7,PG,TV-PG"
The Front Page,71524,PG
Brightburn,7752126,R
The Phantom,117331,PG
Inkheart,494238,PG
Extreme Measures,116259,R
My Baby's Daddy,332712,PG-13
To Live and Die in L.A.,90180,"R,TV-14"
Just My Luck,397078,PG-13
A Haunted House 2,2828996,R
Born in East L.A.,92690,"R,TV-14"
Eight Legged Freaks,271367,"PG-13,TV-14"
Deliver Us from Eva,301181,R
Masterminds,2461150,PG-13
Masters of the Universe,93507,PG
My Girl 2,110613,"PG,TV-PG"
The NeverEnding Story II: The Next Chapter,100240,PG
Outland,82869,R
Notes on a Scandal,465551,R
Roll Bounce,403455,PG-13
For Keeps?,95169,PG-13
A Mighty Wind,310281,PG-13
Murder in the First,113870,"R,TV-14"
Home for the Holidays,113321,PG-13
Summer '03,7284204,TV-14
Invasion U.S.A.,89348,"R,TV-14"
Silent Hill: Revelation,938330,R
The Babe,103747,PG
Enough Said,2390361,PG-13
Wait Until Dark,62467,
"Paul, Apostle of Christ",7388562,PG-13
Free Solo,7775622,PG-13
Johnny Be Good,95409,"PG-13,R,TV-14"
Take This Job and Shove It,83163,PG
Eye of the Needle,82351,R
Furry Vengeance,492389,"PG,TV-PG"
Cat on a Hot Tin Roof,51459,TV-PG
Last Man Standing,116830,"TV-MA,R,TV-14"
Parker,1904996,R
Operation Finale,5208252,PG-13
The Last King of Scotland,455590,R
Frantic,95174,"R,TV-14"
Hostel: Part II,498353,R
Max Dugan Returns,85919,PG
The Postman,119925,R
Nebraska,1821549,"R,TV-14"
EuroTrip,356150,R
Kit Kittredge: An American Girl,846308,"G,TV-PG"
The Big Easy,92654,R
The Betsy,77228,R
Sibling Rivalry,100611,"PG-13,TV-14"
Apollo 18,1772240,PG-13
Heavyweights,110006,PG
The Contender,208874,R
For the Boys,101902,R
The Pom Pom Girls,75086,"PG,R"
The Crow: City of Angels,115986,R
Born Yesterday,106466,PG
CB4,106500,R
Used People,105706,PG-13
They Shall Not Grow Old,7905466,R
Ann and Eve,66774,X
The Howling,82533,R
Red Planet,199753,PG-13
The Glass House,221218,PG-13
Herbie Goes Bananas,80861,G
Seven Days in Utopia,1699147,G
Admission,1814621,PG-13
Postal,486640,R
The Private Eyes,81376,PG
New Nightmare,111686,R
"Jo Jo Dancer, Your Life Is Calling",91295,R
The Snows of Kilimanjaro,45162,TV-PG
Call Me by Your Name,5726616,R
Pooh's Heffalump Movie,407121,G
The Fabulous Baker Boys,97322,R
Milk Money,110516,PG-13
DuckTales the Movie: Treasure of the Lost Lamp,99472,G
Chernobyl Diaries,1991245,"TV-MA,R"
The Sure Thing,90103,PG-13
Dead Men Don't Wear Plaid,83798,PG
The Last Castle,272020,R
Quartet,1441951,PG-13
Into the Blue,378109,PG-13
Ladyhawke,89457,PG-13
A Thousand Words,763831,"PG-13,TV-14"
You're Next,1853739,R
The Invention of Lying,1058017,PG-13
Singles,105415,"PG-13,TV-14"
Getting Even with Dad,109891,PG
Super Troopers,247745,R
Bedknobs and Broomsticks,66817,G
Ultraviolet,370032,PG-13
Flight of the Navigator,91059,"PG,TV-PG"
Project X,93793,PG
An Ideal Husband,122541,PG-13
Galapagos,273622,
The Fan,116277,R
Some Kind of Wonderful,94006,PG-13
CHIPS,493405,R
Frost/Nixon,870111,R
Aquamarine,429591,PG
The Apartment,53604,TV-PG
Alice Doesn't Live Here Anymore,71115,"PG,TV-14"
The Boatniks,65482,G
Man on a Ledge,1568338,PG-13
Paradise,102631,PG-13
The Quick and the Dead,114214,"TV-MA,R,TV-PG,TV-14"
Windwalker,81760,PG
Geronimo: An American Legend,107004,PG-13
What's New Pussycat,59903,
Michael Jordan to the Max,245280,
Under the Rainbow,83254,PG
Akeelah and the Bee,437800,PG
Paternity,82886,PG
The Marine,419946,PG-13
Above the Law,94602,R
The Legend of Hercules,1043726,PG-13
Alfie,60086,"PG,TV-14"
Shark Night,1633356,PG-13
Rambo: Last Blood,1206885,R
The Seventh Sign,96073,R
Kazaam,116756,PG
Georgia Rule,791304,R
Untamed Heart,108451,PG-13
The Odd Couple II,120773,PG-13
Cocoon: The Return,94890,PG
Haywire,1506999,R
The Replacement Killers,120008,R
Exodus,53804,
Two Brothers,338512,PG
Pete 'n' Tillie,69080,PG
The Octagon,81259,R
Unplanned,9024106,R
The Boys from Brazil,77269,R
Sniper,108171,R
Beneath the Planet of the Apes,65462,G
Rollerball,246894,"PG-13,R"
The Impossible,1649419,PG-13
Mortal Thoughts,102469,R
Bed of Roses,115644,PG
Mommie Dearest,82766,"PG,R"
Little Giants,110364,PG
Deathtrap,83806,PG
Runner Runner,2364841,R
Summer of Sam,162677,R
Cursed,257516,"PG-13,R"
Saving Silverman,239948,"PG-13,R"
Joe,65916,R
Vacancy,452702,R
The Producers,395251,PG-13
Shaun the Sheep Movie,2872750,"TV-G,PG"
Wonder Boys,185014,R
Oceans,765128,G
Five Easy Pieces,65724,R
House,91223,R
Doug's 1st Movie,187819,G
Beautiful Creatures,1559547,"PG-13,TV-14"
Friday the 13th Part VI: Jason Lives,91080,"TV-MA,R"
It Takes Two,113442,PG
The Eagle,1034389,PG-13
Timeline,300556,PG-13
Valiant,361089,G
Léon: The Professional,110413,R
The Late Great Planet Earth,79445,PG
La Dolce Vita,53779,TV-14
Hero,104412,PG-13
Astro Boy,375568,PG
Igor,465502,PG
The Professionals,60862,"GP,PG-13"
Yu-Gi-Oh!: The Movie - Pyramid of Light,403703,"TV-Y7-FV,PG,TV-PG"
The Spirit,831887,PG-13
Vampire in Brooklyn,114825,"R,TV-14"
Cruising,80569,R
Altered States,80360,R
Mafia!,120741,PG-13
Hard Rain,120696,R
Volunteers,90274,R
Assault on Precinct 13,398712,R
Breathless,85276,R
Unfaithfully Yours,88326,PG
Shane,46303,TV-PG
Middle School: The Worst Years of My Life,4981636,PG
Barefoot in the Park,61385,G
Eyes of Laura Mars,77530,R
Escape to Witch Mountain,72951,G
"Mother, Jugs & Speed",74923,PG
Prelude to a Kiss,105165,PG-13
Taking Care of Business,103035,R
Down to You,186975,PG-13
The Fly II,97368,R
NASCAR: The IMAX Experience,353774,PG
Only You,110737,PG
The Presidio,95897,R
Life of Brian,79470,"TV-MA,R"
With Honors,111732,PG-13
Booty Call,118750,"R,TV-14"
Flipper,116322,PG
An Innocent Man,97579,R
Fire in the Sky,106912,PG-13
Critical Condition,92798,R
Vampires,120877,R
Our Family Wedding,1305583,PG-13
Stella,100691,PG-13
The Glimmer Man,116421,R
Mobsters,102460,"R,TV-14"
Action Jackson,94612,R
The Incredible Shrinking Woman,82558,PG
Pulse,454919,"PG-13,R"
The Cowboy Way,109493,PG-13
Premium Rush,1547234,PG-13
The Valachi Papers,68341,"PG,R"
Down with Love,309530,PG-13
Brick Mansions,1430612,PG-13
Showgirls,114436,"TV-MA,NC-17,R"
Hot Dog... The Movie,87425,R
Gone Baby Gone,452623,R
Reno 911! Miami,499554,R
Code of Silence,88936,"R,TV-14"
A Prairie Home Companion,420087,PG-13
The Three Musketeers,1509767,PG-13
Valentine,242998,R
Sudden Death,114576,R
Sgt. Pepper's Lonely Hearts Club Band,78239,PG
F.I.S.T.,77531,PG
Duel in the Sun,38499,
La Cage aux Folles,77288,R
Hello Again,93175,PG
Little Black Book,361841,PG-13
Free State of Jones,1124037,R
The Groove Tube,71583,"R,X"
The Apostle,118632,PG-13
The In-Laws,314786,PG-13
God's Not Dead 2,4824308,PG
Whale Rider,298228,PG-13
Blair Witch,1540011,R
Fear,116287,R
The Dead Zone,85407,R
Jaws: The Revenge,93300,"PG-13,TV-14"
Say Anything,98258,PG-13
The Hills Have Eyes 2,800069,R
Paul Blart: Mall Cop,1114740,"PG-13,PG"
Sleepless,2072233,R
Jason's Lyric,110186,R
The Kids Are All Right,842926,R
This Is the Army,36430,
Grand Prix,60472,
Shorts,1100119,PG
Mr. Baseball,104926,PG-13
Proud Mary,6421110,R
The Apple Dumpling Gang Rides Again,78790,G
Intersection,110146,R
Super Mario Bros.,108255,PG
High School High,116531,PG-13
Quest for Fire,82484,R
A Room with a View,91867,
Reality Bites,110950,PG-13
ATL,466856,"PG-13,TV-14"
The X Files: I Want to Believe,443701,PG-13
The Man with the Golden Gun,71807,PG
The Next Three Days,1458175,"PG-13,TV-14"
Cabin Fever,303816,"TV-MA,R"
Bulletproof,115783,"R,TV-14"
"As Above, So Below",2870612,R
Mister Roberts,48380,
Cujo,85382,"R,TV-14"
Christine,85333,R
Amazing Grace,454776,PG
Straight Talk,105481,PG
Mechanic: Resurrection,3522806,R
Coneheads,106598,PG
Torque,329691,PG-13
Dream House,1462041,PG-13
The Black Cauldron,88814,PG
To Die For,114681,R
The Bells of St. Mary's,37536,TV-PG
The King and I,49408,G
Shaft,4463894,R
Conan the Barbarian,816462,R
Waist Deep,456020,R
Raising Cain,105217,R
Skyline,1564585,PG-13
The Fog,80749,"R,TV-14"
Mr. Magoo,119718,PG
He Got Game,124718,R
Baggage Claim,1171222,PG-13
"Oh, God! You Devil",87835,PG
Mars Needs Moms,1305591,"PG,TV-Y7"
Black or White,2883434,PG-13
The Place Beyond the Pines,1817273,R
Bowling for Columbine,310793,"TV-MA,R"
Mud,1935179,PG-13
Snowden,3774114,R
The World's Greatest Lover,76933,PG
The Quest,117420,PG-13
Consenting Adults,104006,R
Short Circuit 2,96101,"PG,TV-PG"
Your Highness,1240982,R
The Rookie,100514,"R,TV-14"
Like Water for Chocolate,103994,R
Buck Rogers in the 25th Century,77278,PG
The Russians Are Coming the Russians Are Coming,60921,
Overlord,4530422,R
Biker Boyz,326769,PG-13
The Player,105151,"TV-MA,R"
The Green Berets,63035,G
Marathon Man,74860,R
Friday the 13th Part 2,82418,R
The Bachelor,120596,PG-13
In Search of the Castaways,56095,G
Shining Through,105391,R
The Caine Mutiny,46816,TV-PG
Ricochet,102789,"R,TV-14"
The Big Wedding,1931435,R
Mr. 3000,339412,PG-13
A Soldier's Story,88146,PG
Only the Lonely,102598,PG-13
The Sword in the Stone,57546,G
A Nightmare on Elm Street 5: The Dream Child,97981,R
Hustle & Flow,410097,"R,TV-14"
Nowhere to Run,107711,R
Emma,116191,PG
Norma Rae,79638,PG
Two Can Play That Game,269341,R
Victoria & Abdul,5816682,PG-13
For the Love of Benji,76044,G
Empire of the Sun,92965,"PG,TV-14"
Adaptation.,268126,R
Pink Floyd: The Wall,84503,"R,TV-14"
Benji the Hunted,92638,G
The Lion in Winter,63227,"PG,TV-PG,TV-14"
Deuce Bigalow: European Gigolo,367652,R
Blue Chips,109305,PG-13
My Fellow Americans,117119,"PG-13,TV-PG"
The Borrowers,118755,"PG,TV-PG"
Stuber,7734218,R
At First Sight,132512,PG-13
Edtv,131369,"PG-13,TV-14"
The Bye Bye Man,4030600,PG-13
The Alamo,318974,PG-13
My Tutor,85980,R
Red Corner,119994,R
The First Power,99578,R
Pure Luck,102729,PG
The French Lieutenant's Woman,82416,R
Booksmart,1489887,R
Thunderheart,105585,R
Quest for Camelot,120800,G
Dickie Roberts: Former Child Star,325258,PG-13
Rudy,108002,"TV-Y7-FV,PG,TV-PG"
The Gallows,2309260,R
Titan A.E.,120913,"TV-Y7-FV,PG,TV-PG"
The Juror,116731,R
A Dog's Journey,8385474,PG
Frankie and Johnny,101912,"R,TV-14"
Xanadu,81777,PG
Joe Somebody,279889,"PG,TV-PG"
On Her Majesty's Secret Service,64757,"PG,M"
Missing in Action,87727,R
Won't You Be My Neighbor?,7681902,PG-13
Prime,387514,"PG-13,R"
Being John Malkovich,120601,"R,TV-PG,TV-14"
Beloved,120603,R
Two for the Money,417217,R
Raising Arizona,93822,PG-13
Guilty as Sin,107057,R
Crimes of the Heart,90886,PG-13
Rounders,128442,R
Revolutionary Road,959337,R
Ella Enchanted,327679,"PG,TV-PG"
The Care Bears Movie,88885,"G,TV-G"
Love Happens,899106,PG-13
D3: The Mighty Ducks,116000,PG
"Goodbye, Columbus",64381,"PG,R"
The Remains of the Day,107943,PG
The Covenant,475944,PG-13
Operation Petticoat,53143,TV-PG
Auntie Mame,51383,
The Usual Suspects,114814,R
The Avengers,118661,PG-13
Raging Bull,81398,R
Ghost Story,82449,R
Reindeer Games,184858,R
Leap of Faith,104695,PG-13
Endless Love,2318092,PG-13
Caligula,80491,"TV-MA,R,X"
Circle of Friends,112679,PG-13
Eight Crazy Nights,271263,PG-13
Traitor,988047,PG-13
Hoodlum,119311,"R,TV-14"
Ernest Goes to Camp,92974,PG
Hotel Rwanda,395169,PG-13
Boys on the Side,112571,R
Oscar,102603,PG
How to Make an American Quilt,113347,PG-13
The Losers,480255,PG-13
Night Shift,84412,"R,TV-14"
My Blue Heaven,100212,PG-13
Kevin Hart: What Now?,4669186,R
Hot Fuzz,425112,R
The Wicker Man,450345,PG-13
White Boy Rick,4537896,R
Two of a Kind,86494,PG
Agent Cody Banks 2: Destination London,358349,PG
Virtuosity,114857,R
Angel Eyes,225071,"R,TV-14"
Body Heat,82089,R
Lionheart,100029,R
Don't Be Afraid of the Dark,1270761,R
Spring Break,86352,R
The Adventures of Huck Finn,106223,PG
Clerks II,424345,"TV-MA,R"
Tinker Tailor Soldier Spy,1340800,R
Iron Eagle,91278,PG-13
The People Under the Stairs,105121,R
Hearts in Atlantis,252501,PG-13
Lord of War,399295,R
Bridget Jones's Baby,1473832,R
Dead Presidents,112819,R
The Spy Next Door,1273678,PG
Bronco Billy,80472,PG
Renaissance Man,110971,PG-13
Across the Universe,445922,PG-13
Dolores Claiborne,109642,"R,TV-14"
Class Action,101590,R
Hoffa,104427,R
Quo Vadis,43949,TV-PG
Arlington Road,137363,R
In the Heat of the Night,61811,TV-14
Sparkle,1876451,PG-13
Operation Dumbo Drop,114048,PG
The Other Side of Midnight,76507,R
Summer Rental,90098,"PG-13,PG,TV-PG"
Ice Princess,396652,G
Leap!,2261287,PG
Ghost Dad,99654,PG
Lottery Ticket,979434,PG-13
The Sweetest Thing,253867,"R,TV-14"
Gorillas in the Mist,95243,"PG-13,TV-14"
"Sex, Lies, and Videotape",98724,R
Waking Ned Devine,166396,PG
From Russia with Love,57076,"GP,PG"
The Man Without a Face,107501,PG-13
Thank You for Smoking,427944,R
Quiz Show,110932,"PG-13,TV-14"
Gifted,4481414,PG-13
Our Idiot Brother,1637706,R
Never Back Down,1023111,PG-13
The Craft,115963,R
Catch-22,65528,R
Season of the Witch,479997,PG-13
Fright Night,89175,R
Kingpin,116778,"PG-13,R"
Invasion of the Body Snatchers,77745,PG
The November Man,2402157,R
Some Like It Hot,53291,TV-PG
Logan's Run,74812,"TV-MA,PG"
Fritz the Cat,68612,"TV-MA,X"
Thunderbolt and Lightfoot,72288,R
Enter the Dragon,70034,"R,TV-14"
Piranha 3D,464154,"TV-MA,R"
In the Name of the Father,107207,R
The Hills Have Eyes,77681,R
Killer Elite,1448755,R
Escape Plan,1211956,"R,TV-14"
Fallen,119099,R
The Witch,4263482,R
The Morning After,91554,R
Twisted,315297,"R,TV-14"
Escape Room: Tournament of Champions,9844522,PG-13
Black Widow,90738,"R,TV-14"
Don't Tell Mom the Babysitter's Dead,101757,PG-13
Nurse Betty,171580,R
Aliens in the Attic,775552,PG
Alien Nation,94631,R
Part of Me,2215719,PG
Escape from New York,82340,R
Irma la Douce,57187,
Jersey Girl,300051,"PG-13,R"
Top Five,2784678,R
The Transporter,293662,PG-13
Sweet November,230838,PG-13
The Great Race,59243,TV-PG
Heartburn,91188,R
The Woman in Red,88414,"PG-13,TV-14"
Can't Hardly Wait,127723,PG-13
Boyhood,1065073,"R,TV-14"
The Fourth Kind,1220198,PG-13
Mon Pere Ce Heros,102465,
Ex Machina,470752,R
The International,963178,R
Dark Water,382628,PG-13
Tin Men,94155,R
My Father the Hero,110612,PG
Escape from L.A.,116225,"TV-MA,R"
Other People's Money,102609,R
Agnes of God,88683,PG-13
From Dusk Till Dawn,116367,R
Mr. Woodcock,419984,PG-13
Crocodile Dundee in Los Angeles,231402,PG
The Last Dragon,89461,PG-13
You Again,1414382,PG
21 & Over,1711425,R
Only When I Laugh,82853,R
That Thing You Do!,117887,PG
Candyman,103919,R
Down Periscope,116130,PG-13
The Lazarus Effect,2918436,PG-13
Betrayed,94731,R
Shadowlands,108101,PG
Murder at 1600,119731,"R,TV-14"
Æon Flux,402022,PG-13
Innerspace,93260,PG
Frida,120679,R
Cactus Flower,64117,M
Alex Cross,1712170,"PG-13,TV-14"
"Yours, Mine and Ours",63829,
The Hard Way,102004,"R,TV-14"
The Nanny Diaries,489237,PG-13
Leap Year,1216492,PG
Overcomer,8186318,PG
Private Lessons,82948,R
Freaky Friday,76054,G
Shutter,482599,PG-13
The Cotton Club,87089,R
Necessary Roughness,102517,PG-13
Dumb and Dumberer: When Harry Met Lloyd,329028,PG-13
Love the Coopers,2279339,PG-13
Wildcats,92214,R
Sayonara,50933,TV-PG
Protocol,87951,PG
Houseguest,110066,PG
A Walk Among the Tombstones,365907,R
Great Expectations,119223,R
One for the Money,1598828,PG-13
Boogie Nights,118749,"TV-MA,R"
I.Q.,110099,PG
Ben-Hur,2638144,PG-13
House Party,99800,R
Street Kings,421073,R
Book of Shadows: Blair Witch 2,229260,R
Blast from the Past,124298,PG-13
First Kid,116311,PG
The Woman in Black 2: Angel of Death,2339741,PG-13
Sinbad: Legend of the Seven Seas,165982,PG
Run All Night,2199571,R
Bulworth,118798,R
The Born Losers,61420,PG
Harriet the Spy,116493,"PG,TV-PG"
An American Werewolf in Paris,118604,R
Basic,264395,R
El Cid,54847,
Machete,985694,R
The Forest,3387542,PG-13
One Missed Call,479968,PG-13
That's Entertainment!,72272,G
Rush,1979320,R
The Missing,338188,R
The Women,430770,PG-13
Home Again,5719700,PG-13
Paulie,125454,PG
The Story of Us,160916,R
The Big Hit,120609,R
The Musketeer,246544,PG-13
Guarding Tess,109951,PG-13
Joe Dirt,245686,PG-13
Fast Times at Ridgemont High,83929,"R,TV-14"
Cloud Atlas,1371111,R
All Dogs Go to Heaven,96787,G
The Jazz Singer,80948,PG
Airplane II: The Sequel,83530,PG
A Passage to India,87892,PG
Brooklyn's Finest,1210042,R
Nobody,7888964,R
No Escape,1781922,R
The Muppet Christmas Carol,104940,G
High Fidelity,146882,R
Baby Geniuses,118665,PG
Brown Sugar,297037,"PG-13,TV-14"
Dallas Buyers Club,790636,"TV-MA,R"
Someone Like You,244970,PG-13
The Last Witch Hunter,1618442,PG-13
Midsommar,8772262,"TV-MA,R"
Teachers,88242,R
The Edge,119051,"R,TV-14"
Logan Lucky,5439796,PG-13
Soul Man,91991,PG-13
Rings,498381,PG-13
The Majestic,268995,PG
The Other Sister,123209,PG-13
Moonlight,4975722,R
Crank,479884,R
Beastly,1152398,PG-13
Menace II Society,107554,R
Out to Sea,119848,"PG-13,TV-G"
The Rescuers Down Under,100477,"G,TV-PG"
Grosse Pointe Blank,119229,R
Loaded Weapon 1,107659,PG-13
Slap Shot,76723,"R,TV-14"
The Hindenburg,73113,"PG,TV-PG"
Police Academy 4: Citizens on Patrol,93756,"PG,TV-PG"
Happy Death Day 2U,8155288,PG-13
That Darn Cat!,59793,G
Abduction,1600195,"PG-13,TV-14"
Johnny English,274166,PG
Cannonball Run II,87032,PG
The Ant Bully,429589,"PG,TV-PG"
Ernest Saves Christmas,95107,PG
"20,000 Leagues Under the Sea",46672,G
Doom,419706,R
Taxi Driver,75314,R
The Prince and Me,337697,PG
After the Sunset,367479,PG-13
Hoosiers,91217,PG
Carnal Knowledge,66892,R
Defiance,1034303,R
Untraceable,880578,R
Fathers' Day,119109,PG-13
28 Weeks Later,463854,R
Starman,88172,PG
Baby Boy,255819,R
Drop Zone,109676,R
Ready or Not,7798634,R
Molly's Game,4209788,R
Deceived,101694,PG-13
Capote,379725,R
Kick-Ass 2,1650554,R
Draft Day,2223990,PG-13
Point Break,2058673,PG-13
Samson and Delilah,41838,TV-PG
The Five-Year Engagement,1195478,R
Zoolander 2,1608290,PG-13
L.A. Story,102250,PG-13
"Girl, Interrupted",172493,R
In the Army Now,110123,PG
The Last Starfighter,87597,PG
One Direction: This Is Us,2515086,PG
The Insider,140352,"R,TV-14"
The Dream Team,97235,PG-13
The Watcher,204626,R
The Guns of Navarone,54953,TV-PG
3 Ninjas,103596,PG
James and the Giant Peach,116683,"TV-G,PG,TV-PG"
Chimpanzee,1222815,G
The New Guy,241760,PG-13
Spy Hard,117723,PG-13
Tora! Tora! Tora!,66473,G
Teen Titans GO! To the Movies,7424200,PG
Did You Hear About the Morgans?,1314228,PG-13
Wild Things,120890,"TV-MA,R,TV-14"
The Hate U Give,5580266,"TV-MA,PG-13,TV-14"
The World According to Garp,84917,R
Never Cry Wolf,86005,PG
When the Bough Breaks,1389139,PG-13
Mystery Men,132347,PG-13
Harry and the Hendersons,93148,PG
Madeline,123987,PG
Serpico,70666,R
Hostiles,5478478,R
Grudge Match,1661382,PG-13
White Christmas,47673,"TV-G,TV-PG"
A Nightmare on Elm Street 2: Freddy's Revenge,89686,R
Neighbors,82801,R
Green Card,99699,PG-13
Spartacus,54331,PG-13
Rollerball,73631,R
Airport '77,75648,"PG,TV-PG"
Richard Pryor: Live in Concert,79807,
"I, Tonya",5580036,R
The Bank Job,200465,R
The Iron Lady,1007029,PG-13
Riding in Cars with Boys,200027,PG-13
Hollywood Homicide,329717,"PG-13,TV-14"
The Art of War,160009,R
Being There,78841,"PG,TV-PG,TV-14"
How Do You Know,1341188,"PG-13,R"
Weekend at Bernie's,98627,"PG-13,TV-14"
The Fighting Temptations,191133,PG-13
The Banger Sisters,280460,R
Life,5442430,R
The Great Debaters,427309,PG-13
Assassins,112401,R
A Night at the Roxbury,120770,"PG-13,TV-PG,TV-14"
Snatch,208092,R
Honey,322589,PG-13
Long Shot,2139881,R
The Mountain Between Us,2226597,PG-13
Queen of the Damned,238546,R
