Movie_Title,Movie_ID,ListOfCertificate
Killer Klowns from Outer Space,95444,PG-13
The French Connection,67116,R
Revenge,100485,"R,TV-14"
Larry the Cable Guy: Health Inspector,462395,PG-13
Breakin' 2: Electric Boogaloo,86999,PG
Life as a House,264796,R
Superman IV: The Quest for Peace,94074,PG
Firestarter,87262,R
Halloween: The Curse of Michael Myers,113253,R
"The Goods: Live Hard, Sell Hard",1092633,"R,TV-14"
Big Top Pee-wee,94744,PG
Arthur and the Invisibles,344854,PG
Cyrano de Bergerac,99334,PG
Flowers in the Attic,93036,PG-13
And So It Goes,2465146,PG-13
The Corruptor,142192,"R,TV-14"
Thinner,117894,R
Pure Country,105191,PG
Grease 2,84021,PG
The Last Exorcism Part II,2034139,PG-13
Sweet Sweetback's Baadasssss Song,67810,"R,X"
First Family,80739,R
Muriel's Wedding,110598,R
Needful Things,107665,"R,TV-14"
Dungeons & Dragons,190374,PG-13
Alpha Dog,426883,R
The Madness of King George,110428,PG-13
Bad Girls,109198,R
Raise the Titanic,81400,PG
All I Want for Christmas,101301,G
Eve's Bayou,119080,"R,TV-14"
Nashville,73440,R
Threesome,111418,R
The Girl in the Spider's Web,5177088,R
The Possession of Hannah Grace,5734576,R
The Prodigy,4504044,R
Music of the Heart,166943,PG
Once Around,102590,R
S.O.B.,83015,R
Last Chance Harvey,1046947,PG-13
Election,126886,R
Flirting with Disaster,116324,R
Step Up All In,2626350,PG-13
Nighthawks,82817,R
If Beale Street Could Talk,7125860,R
The Commitments,101605,R
Indian Summer,107212,PG-13
The Night the Lights Went Out in Georgia,82816,PG
Keeping Up with the Joneses,2387499,PG-13
Big Eyes,1126590,PG-13
Psycho III,91799,R
In Love and War,116621,PG-13
King of Kings,55047,PG-13
A Fistful of Dollars,58461,"R,M"
Rich and Famous,82992,R
Maximum Risk,117011,"R,TV-14"
"Oh, God! Book II",81268,PG
Everyone's Hero,430779,G
School Daze,96054,R
Fly Me to the Moon 3D,486321,G
The Vanishing,108473,R
Wild at Heart,100935,R
Hellraiser,93177,R
The Chamber,115862,R
The Girl Next Door,265208,R
Soldier,120157,R
Iron Monkey 2,172610,R
Children of the Corn,87050,R
Flight of the Intruder,99587,PG-13
Wholly Moses!,81751,PG
Ernest Scared Stupid,101821,PG
Dirty Dancing: Havana Nights,338096,PG-13
Search for Paradise,50945,
Nevada Smith,60748,TV-14
Come September,54759,
Prince of Darkness,93777,R
The Wonderful World of the Brothers Grimm,56700,"G,TV-G"
Disaster Movie,1213644,PG-13
A Chorus Line,88915,PG-13
Sweet Liberty,92035,PG
The Return of the Living Dead,89907,R
Scanners,81455,R
Alex & Emma,318283,PG-13
Supernova,134983,"PG-13,R"
Freddy Got Fingered,240515,"PG,R"
Amelia,1129445,PG
Josie and the Pussycats,236348,"PG-13,PG"
Monsoon Wedding,265343,R
Hot Rod,787475,PG-13
The Cool Kids,3704808,
"Suddenly, Last Summer",53318,
Out Cold,253798,PG-13
Firehouse Dog,476995,PG
Candyman: Farewell to the Flesh,112625,R
Soul Plane,367085,R
Jackie,1619029,R
How to Be a Player,119326,"R,TV-PG"
It Comes at Night,4695012,R
Stealing Harvard,265808,PG-13
The Sterile Cuckoo,65037,"PG,M"
Blues Brothers 2000,118747,"PG-13,TV-14"
Alice's Restaurant,64002,"GP,R"
Lord of the Flies,100054,R
Imitation of Life,52918,TV-PG
Stand and Deliver,94027,"PG,TV-PG"
Left Behind,2467046,PG-13
Hatari!,56059,
On a Clear Day You Can See Forever,66181,G
My Stepmother Is an Alien,95687,PG-13
The Missouri Breaks,74906,PG
Broken Flowers,412019,R
The Stewardesses,168192,"R,X"
Hush,118744,PG-13
The Ugly Dachshund,61135,
Doctor Dolittle,61584,G
Eighth Grade,7014006,R
The Gate,93075,PG-13
Shaun of the Dead,365748,R
Tomcats,246989,R
Trial and Error,120373,PG-13
Osmosis Jones,181739,"PG-13,PG"
Juwanna Mann,247444,PG-13
The Ladies Man,213790,"R,TV-14"
Nixon,113987,R
The Little Vampire,192255,PG
Supergirl,88206,PG
Y tu mamá también,245574,R
Crank: High Voltage,1121931,R
The Crush,106627,R
Poms,5125894,PG-13
Mrs. Miniver,35093,TV-G
Crooklyn,109504,PG-13
Bye Bye Birdie,56891,"G,TV-G"
The Unsinkable Molly Brown,58708,
Greedy,109936,PG-13
The Intouchables,1675434,"R,TV-PG,TV-14"
Enchanted April,101811,PG
Feardotcom,295254,R
Critters,90887,PG-13
Ghost Town,995039,PG-13
Daddy Day Camp,462244,PG
The Adventures of Milo and Otis,97050,G
Inside Llewyn Davis,2042568,R
Crazy People,99316,R
Case 39,795351,R
Vice Squad,84861,R
Visiting Hours,83296,R
The Mod Squad,120757,R
A Far Off Place,106868,PG
Roller Boogie,79822,PG
U2,892375,G
Volver,441909,R
Vision Quest,90270,R
April Fool's Day,90655,"TV-MA,R"
Living Out Loud,120722,R
Perfect,89798,R
El Dorado,61619,TV-PG
High Society,49314,TV-PG
Man's Best Friend,107504,R
Do You Believe?,4056738,PG-13
Religulous,815241,R
Guys and Dolls,48140,TV-G
The Quiet American,258068,"TV-MA,R"
The Darkest Minds,4073790,PG-13
"Run, Angel, Run!",64911,"PG,R"
The Concorde... Airport '79,78740,"PG,TV-PG"
Real Genius,89886,PG
Stroker Ace,86379,PG
Amityville II: The Possession,83550,R
Hellraiser III: Hell on Earth,104409,R
Idlewild,417225,R
Love & Mercy,903657,PG-13
The Light Between Oceans,2547584,PG-13
I Think I Love My Wife,770772,R
Rio Bravo,53221,TV-14
An Education,1174732,PG-13
Silent House,1767382,"R,TV-14"
Under the Same Moon,796307,"PG-13,TV-PG"
"They Shoot Horses, Don't They?",65088,M
The Omega Code,203408,PG-13
Frenzy,68611,"R,TV-14"
The Matador,365485,R
Bad Influence,99091,R
The Legend of the Lone Ranger,82648,PG
House of 1000 Corpses,251736,"TV-MA,R"
Triple 9,1712261,R
Compromising Positions,88947,R
I'll Be Home for Christmas,155753,PG
Confidence,310910,"TV-MA,R,TV-14"
Everybody's All-American,95119,R
The Abandoned,1305798,
Far from the Madding Crowd,2935476,PG-13
Casual Sex?,94846,R
Self/less,2140379,PG-13
Lone Wolf McQuade,85862,PG
Before I Fall,1691916,PG-13
12 Rounds,1160368,PG-13
True Romance,108399,"R,TV-14"
A Stranger Among Us,105483,"PG-13,R"
Hot Tub Time Machine 2,2637294,R
Three Identical Strangers,7664504,PG-13
Escape from the Planet of the Apes,67065,G
Miss Pettigrew Lives for a Day,970468,PG-13
Ocean's 11,54135,
Gattaca,119177,PG-13
No Mercy,91637,"R,TV-14"
Club Paradise,90856,PG-13
Blinded by the Light,8266310,PG-13
The Watermelon Heist,365913,
Making Love,84293,R
Anatomy of a Murder,52561,TV-PG
Deathstalker,87127,R
The Darjeeling Limited,838221,R
The Protector,427954,R
The King and I,160429,G
Sorority Row,1232783,R
"Roman J. Israel, Esq.",6000478,PG-13
Brighton Beach Memoirs,90774,PG-13
Upgrade,6499752,R
End of the Spear,399862,PG-13
Phantasm,79714,R
Cinema Paradiso,95765,"PG,R"
Cold Turkey,66927,"GP,PG-13"
Gentlemen Prefer Blondes,45810,
The Seven Year Itch,48605,TV-PG
Tall Story,54367,
The Tall Men,48691,TV-PG
Sorcerer,76740,PG
Divorce American Style,61581,TV-PG
Pump Up the Volume,100436,R
Sydney White,815244,PG-13
The Legend of Drunken Master,111512,R
Police Academy 6: City Under Siege,98105,"PG,TV-PG"
Get Over It,192071,"PG-13,R"
The Other Side of the Mountain: Part II,78044,PG
Alaska,115493,PG
Wing Commander,131646,PG-13
Henry & June,99762,NC-17
So I Married an Axe Murderer,108174,PG-13
Graveyard Shift,99697,R
Finian's Rainbow,62974,G
The Last Kiss,434139,R
The Muse,164108,PG-13
Gross Anatomy,97458,PG-13
Lifeforce,89489,R
Zoom,383060,PG
Knockaround Guys,211465,R
The Ref,110955,R
Bobby,308055,R
The Old Man & the Gun,2837574,PG-13
Girl with a Pearl Earring,335119,"PG-13,TV-PG"
Unforgettable,3462710,R
Brotherhood of the Wolf,237534,R
One Good Cop,102593,R
Manhattan Murder Mystery,107507,PG
The Lives of Others,405094,R
Who's the Man?,108560,"R,TV-14"
Ready to Wear,110907,R
Casanova,402894,R
Out of the Furnace,1206543,R
Extreme Prejudice,92997,R
Elmer Gantry,53793,TV-PG
Career Opportunities,101545,PG-13
Balto,112453,G
From the Terrace,53841,TV-PG
Thumbelina,111419,G
Opportunity Knocks,100301,PG-13
Jane Eyre,1229822,PG-13
The Astronaut Farmer,469263,PG
Dragon Wars: D-War,372873,PG-13
Antitrust,218817,PG-13
Who's Harry Crumb?,98645,PG-13
For Love or Money,106941,PG
The Big Parade,15624,
Tom Sawyer,21483,
A Farewell to Arms,50379,
On the Beach,53137,TV-PG
A Hole in the Head,52896,
In Like Flint,61810,
Gator,74564,PG
It's My Turn,80936,R
"Give 'em Hell, Harry!",73053,PG
The Last Flight of Noah's Ark,81031,G
The Super,103007,R
Sleepaway Camp,86320,R
Lords of Dogtown,355702,PG-13
The Couch Trip,94910,R
The Young Victoria,962736,PG
The Wild Life,88402,R
The Man Who Loved Women,85891,R
The End of the Affair,172396,R
The Astronaut's Wife,138304,R
Fear and Loathing in Las Vegas,120669,R
RoboCop 3,107978,PG-13
Deconstructing Harry,118954,"TV-MA,R"
Hercules,85672,PG
The Fiendish Plot of Dr. Fu Manchu,80731,PG
Drive Angry,1502404,R
The Drop,1600196,R
Two If by Sea,118002,R
Belle,2404181,PG
Glengarry Glen Ross,104348,R
Abandon,267248,PG-13
The Darkness,1878841,PG-13
Leave It to Beaver,119509,PG
Winged Migration,301727,G
Stay Tuned,105466,PG
New York Stories,97965,PG
Dracula: Dead and Loving It,112896,PG-13
Welcome to Marwen,3289724,PG-13
Gettysburg,107007,PG
Missing in Action 2: The Beginning,89604,R
Gotcha!,89222,PG-13
Doctor Detroit,85450,R
The Perfect Score,314498,PG-13
Live by Night,2361317,R
Stardust Memories,81554,PG
Moby Dick,49513,
The Scarlet Letter,114345,R
Head Over Heels,192111,PG-13
Moms' Night Out,3014666,"PG,TV-PG"
Universal Soldier: The Return,176269,R
Raise Your Voice,361696,PG
Thief of Hearts,88256,R
Blue Hawaii,54692,PG
Home Fries,119304,PG-13
Operation Condor,99558,PG-13
A Rage in Harlem,102749,R
Notorious,38787,
Light of Day,93415,PG-13
Narc,272207,R
Camp Nowhere,109369,PG
The Great Raid,326905,R
The Spanish Prisoner,120176,PG
The Secret of NIMH,84649,"TV-Y,TV-14,TV-G,TV-Y7,G,TV-PG"
The Walk,3488710,"TV-MA,PG,TV-PG"
Random Harvest,35238,
The Fountain,414993,"PG-13,R"
Bats,200469,"PG-13,R"
Hoodwinked Too! Hood vs. Evil,844993,"PG,TV-Y7"
Henry V,97499,PG-13
The Belko Experiment,1082807,R
Cyborg,97138,R
Domino,421054,R
Facing the Giants,805526,PG
Lovesick,85873,PG
Lost in America,89504,R
Win Win,1606392,R
Martin Lawrence: You So Crazy,111804,
Unfinished Business,2358925,R
Sorority Boys,279781,"R,TV-14"
True Confessions,83232,"R,TV-14"
The Best of Enemies,4807408,PG-13
The V.I.P.s,57634,
I'll Do Anything,110097,"PG-13,R"
Kinsey,362269,"TV-MA,R"
Criminal Law,97125,"TV-MA,R"
Lassie,110305,PG
Dirty Work,120654,"PG-13,TV-14"
King Kong,24216,TV-PG
Fanny,54866,
The Birth of a Nation,4972,TV-PG
Hud,57163,TV-PG
The Big Doll House,66830,R
The Snake Pit,40806,TV-PG
Journey to the Center of the Earth,52948,G
Shaft's Big Score!,69257,R
Game of Death,77594,R
The Hollywood Knights,80881,R
The Swarm,78350,"PG,TV-14"
Once Upon a Forest,107745,G
Once Bitten,89730,PG-13
Sunset Park,117784,R
Yonkers Joe,1018830,R
Terror in the Aisles,88249,R
The Two Jakes,100828,"R,TV-14"
Buddy,118787,PG
Bratz,804452,PG
Mr. Smith Goes to Washington,31679,TV-G
The Express,469903,PG
On the Waterfront,47296,TV-PG
The Wife,3750872,R
Pepe,54172,
Wrongfully Accused,120901,PG-13
Belly,158493,R
Digimon: The Movie,259974,"TV-Y7-FV,PG,TV-PG"
Country,87091,PG
Tom Horn,80031,R
The Perfect Match,4871980,R
Hotel Mumbai,5461944,R
Shall We Dance?,117615,PG
I Don't Know How She Does It,1742650,PG-13
S1m0ne,258153,PG-13
The Baby-Sitters Club,112435,"PG,TV-PG"
The Butcher's Wife,101523,PG-13
Duplex,266489,PG-13
One-Eyed Jacks,55257,TV-PG
Rio Lobo,66301,G
Dudley Do-Right,160236,"PG,TV-PG"
Celtic Pride,115851,PG-13
No Manches Frida 2,9019352,R
Lost in Yonkers,107443,PG
Talk to Her,287467,R
Bobby Deerfield,75774,PG
Stone Cold,102984,"R,TV-14"
We're Back! A Dinosaur's Story,108526,G
The Frisco Kid,79180,PG
You Can't Hurry Love,96483,R
Living It Up,47184,
Artists and Models,47840,
Dragonball Evolution,1098327,"PG,TV-14"
G.I. Blues,53848,PG
Fierce Creatures,119115,PG-13
Black Snake Moan,462200,R
The Brink's Job,77275,"PG,R"
Hardcore Henry,3072482,R
Popstar: Never Stop Never Stopping,3960412,R
Angie,109129,R
Tuff Turf,90213,R
Trippin',160298,R
Transamerica,407265,R
Salmon Fishing in the Yemen,1441952,PG-13
Midnight Sun,844347,
The Boy in the Striped Pajamas,914798,PG-13
Easter Parade,40308,
Trail of the Pink Panther,84814,"PG,TV-PG,TV-14"
Apollo 11,8760684,G
Huevos: Little Rooster's Egg-cellent Adventure,4643580,"PG-13,PG"
Ulee's Gold,120402,R
First Daughter,361620,PG
Dark Blue,279331,R
A Midsummer Night's Sex Comedy,84329,PG
The Divorce,306734,PG-13
The Girl Who Played with Fire,1216487,R
Sweet Dreams,90110,PG-13
Renegades,98188,R
Meet the Blacks,4191580,R
Damnation Alley,75909,"PG,TV-14"
Robin and Marian,75147,PG
The Island of Dr. Moreau,76210,PG
Whatever It Takes,202402,PG-13
Suspect Zero,324127,R
Street Fighter: The Legend of Chun-Li,891592,PG-13
True Believer,98524,R
Mad Max,79501,"TV-MA,R,TV-14"
To Catch a Thief,48728,PG
The Pride and the Passion,50858,
The Five Heartbeats,101891,"R,TV-14"
The Seeker: The Dark Is Rising,484562,PG
Unfriended: Dark Web,4761916,"R,TV-14"
Oxford Blues,87866,PG-13
Scandal,98260,R
Before and After,115645,PG-13
Jumping Jacks,44774,
Body Double,86984,R
Queen of Katwe,4341582,PG
Daytona Beach Weekend,188550,
Can You Ever Forgive Me?,4595882,R
Nothing But Trouble,102558,PG-13
Stranger in the Night,7098662,
Chinatown,71315,"R,TV-14"
Stick,90073,R
The Quiet Ones,2235779,PG-13
Ski Patrol,100631,PG
Homecoming,1135500,R
Troop Beverly Hills,98519,"PG,TV-14"
Without a Clue,96454,PG
The Rich Man's Wife,117473,R
Ratchet & Clank,2865120,PG
Care Bears Movie II: A New Generation,90799,"G,TV-G"
Serenity,6476140,R
Blue Velvet,90756,R
My Life as a Dog,89606,TV-PG
Leprechaun,107387,"PG-13,R"
High Spirits,95304,PG-13
Blue Steel,99160,R
Higher Power,2924392,R
The Blob,94761,R
Tall Tale,111359,PG
The Cooler,318374,"TV-MA,R,TV-14"
Satisfaction,96037,PG-13
Christopher Columbus: The Discovery,103962,PG-13
Cry-Baby,99329,"PG-13,TV-14"
All About My Mother,185125,R
The Love Letter,166252,"PG-13,R"
Deadly Blessing,82245,R
Early Man,4701724,PG
The Hustler,54997,TV-PG
Return to Paradise,124595,R
Reckless,87983,R
Lost Horizon,70337,G
Larger Than Life,116823,PG
Shadow of the Vampire,189998,R
Mr. Jones,107611,R
Black Robe,101465,R
Johnny English Reborn,1634122,PG
The Taming of The Shrew,61407,
John and Mary,64513,"PG,R"
Islands in the Stream,76211,PG
Death Race 2000,72856,R
"Dragon Ball Z: Resurrection ""F""",3819668,TV-PG
The Chase,109402,"PG-13,TV-14"
Machete Kills,2002718,R
Night Crossing,82810,PG
Rooster Cogburn,73636,"PG,TV-PG"
The Texas Chainsaw Massacre 2,92076,"TV-MA,TV-14"
The Meteor Man,107563,"PG-13,PG"
Woo,120531,R
Dhoom 3,1833673,
The Death of Stalin,4686844,R
Haunted Honeymoon,91178,PG
Aspen Extreme,106315,PG-13
Firestorm,120670,R
Connie and Carla,345074,PG-13
The Painted Veil,446755,PG-13
Shanghai Express,23458,TV-14
Delta Farce,800003,PG-13
Island in the Sun,50549,TV-PG
The Adventures of Baron Munchausen,96764,PG
Anna,7456310,R
Hoot,453494,PG
The Return,433442,PG-13
Bad Words,2170299,R
"Enemies, A Love Story",97276,R
In Bruges,780536,R
Sirens,111201,R
Slither,439815,R
If Looks Could Kill,102095,PG-13
Vampire Academy,1686821,PG-13
The Best of Times,90713,PG-13
House II: The Second Story,93220,PG-13
Dead Calm,97162,R
Weathering with You,9426210,"PG-13,TV-PG,TV-14"
The Night Listener,448075,R
Hoop Dreams,110057,PG-13
The Little Drummer Girl,87629,R
D.A.R.Y.L.,88979,PG
The Ice Storm,119349,R
Trumbo,3203606,R
Trumbo,889671,PG-13
Beautiful Boy,1226837,R
Fatal Instinct,106873,PG-13
City of Ember,970411,PG
Fatso,80724,PG
Wanted: Dead or Alive,94293,R
Sprung,120190,"R,TV-14"
Damage,104237,R
El cantante,458522,R
The Jerky Boys,110189,R
City of God,317248,R
Into the Night,89346,"R,TV-14"
Meet Me in St. Louis,37059,"TV-G,TV-PG"
Over Her Dead Body,785007,PG-13
Hackers,113243,PG-13
While We're Young,1791682,R
Promised Land,2091473,R
Ninja III: The Domination,87805,R
Mortdecai,3045616,"PG-13,R"
Losing Isaiah,113691,R
The Covered Wagon,13951,
The Jazz Singer,18037,"TV-G,TV-PG"
Strangers on a Train,44079,"PG,TV-PG"
Cavalcade,23876,TV-G
State Fair,56526,
Proof,377107,PG-13
Taking Woodstock,1127896,R
Cyrus,1336617,R
Bones,166110,R
Mississippi Masala,102456,R
Wild America,120512,PG
King of the Gypsies,77807,R
Alice,99012,"PG-13,TV-PG"
The Crucible,115988,"PG-13,TV-PG,TV-14"
Iceman,87452,PG
Mid90s,5613484,R
Witchboard,90327,R
The Squid and the Whale,367089,R
It Runs in the Family,311110,PG-13
Summer of '42,67803,"PG,R"
Paranoia,1413495,PG-13
Ironweed,93277,R
Doogal,763304,G
Separate Tables,52182,TV-PG
Last of the Dogmen,113617,PG
Midnight Lace,54084,TV-PG
The Train,59825,
Beatriz at Dinner,5929750,R
The Longest Yard,71771,R
Hardbodies,87385,R
I Am Not Your Negro,5804038,PG-13
She's Gotta Have It,91939,R
Gulliver's Travels,31397,"TV-G,TV-PG"
North,110687,PG
Breaker Morant,80310,PG
The Little Mermaid,5493944,PG
The Name of the Rose,91605,R
The Boy Who Could Fly,90768,PG
The Hoax,462338,R
The Orphanage,464141,R
Women on the Verge of a Nervous Breakdown,95675,R
Zeus and Roxanne,120550,PG
American Dreamz,465142,PG-13
1492: Conquest of Paradise,103594,PG-13
The Green Inferno,2403021,"TV-MA,R"
Roustabout,58534,PG
Mulholland Drive,166924,R
The Big Year,1053810,PG
Transylvania 6-5000,90196,PG
The Delicate Delinquent,50301,
Suburban Commando,103003,PG
Shag,98300,PG
La Cage aux Folles II,80489,R
Helen of Troy,49301,
Trial by Jury,111488,R
I Ought to Be in Pictures,84109,PG
House Arrest,116571,PG
The 7th Voyage of Sinbad,51337,"G,TV-G"
Spellbound,38109,
Relentless,98184,R
Children of the Corn II: The Final Sacrifice,106557,R
Buena Vista Social Club,186508,G
Fearless,106881,R
Grandma,4270516,"R,TV-14"
Our Brand Is Crisis,1018765,R
Golden Earrings,39428,
The Vikings,52365,TV-PG
Marnie,58329,"PG,TV-PG"
Cat People,83722,R
Eraserhead,74486,"TV-MA,TV-PG,TV-14"
Parasite,84472,R
The Last Time,469689,R
9½ Weeks,91635,R
Tex,84783,PG
The Irishman,1302006,R
Loving Vincent,3262342,PG-13
Baahubali: The Beginning,2631186,TV-14
Fortress,106950,R
Amour,1602620,PG-13
The Great Gatsby,71577,PG
The Mambo Kings,104802,R
Me and Earl and the Dying Girl,2582496,PG-13
The Young Black Stallion,318850,G
Thunder and Lightning,76820,PG
Running with Scissors,439289,R
Ladies in Lavender,377084,PG-13
Runaway,88024,PG-13
Thunderbirds,167456,PG
In the Valley of Elah,478134,R
Conviction,1244754,R
Mixed Nuts,110538,PG-13
Boy Erased,7008872,R
Trick or Treat,92112,R
The Chipmunk Adventure,92752,G
Caught Up,119988,R
Dog Days,7365604,PG
The Big Sleep,38355,TV-PG
The Last Sunset,55073,TV-PG
Let's Make Love,54022,TV-PG
Sink the Bismarck!,54310,
Savage Sam,57473,
Bedtime Story,57878,
The Group,60479,
Khartoum,60588,TV-G
"That's Entertainment, Part II",75323,G
I Dreamed of Africa,167203,PG-13
The Razor's Edge,87980,PG-13
Strange Wilderness,489282,R
Lost & Found,120836,"PG-13,TV-14"
The Dead Don't Die,8695030,R
Bajirao Mastani,3735246,
Here Come the Littles,89272,"G,TV-PG"
Femme Fatale,280665,R
Wings,18578,PG-13
Curse of the Golden Flower,473444,R
Bride & Prejudice,361411,PG-13
Millions,366777,"PG-13,PG,TV-14"
Aloma of the South Seas,16598,
The Grandmaster,1462900,PG-13
The Big Bounce,315824,"PG-13,R"
How to Succeed in Business Without Really Trying,61791,
Amityville 3-D,85159,PG
The Soldier,84704,R
Girls Just Want to Have Fun,89208,"PG,TV-PG"
The Unholy,96340,R
Motel Hell,81184,R
The Sting II,86370,PG
Cantinflas,3005242,PG
It's Kind of a Funny Story,804497,PG-13
Shirley Valentine,98319,R
Hyde Park on Hudson,1477855,R
Article 99,101371,"R,TV-14"
Post Grad,1142433,PG-13
Fahrenheit 11/9,8632862,R
The Aristocrats,436078,
The Major and the Minor,35019,
Gods and Monsters,120684,R
Just Between Friends,91310,PG-13
The Secret in Their Eyes,1305806,R
Rocky II,79817,"PG,TV-PG"
Eyewitness,82353,R
My Own Private Idaho,102494,R
Return of the Seven,60897,TV-PG
Lowriders,1366338,PG-13
Plenty,89816,R
Barton Fink,101410,"R,TV-14"
My Friend Irma,41673,
Chained Heat,85318,R
Bells Are Ringing,53645,
Rabbit-Proof Fence,252444,"PG,TV-PG"
UHF,98546,PG-13
A Very Long Engagement,344510,R
Maudie,3721954,PG-13
Nowhere in Africa,161860,R
Americathon,78766,PG
Mystery Date,102500,"PG-13,TV-14"
Braddock: Missing in Action III,94792,R
Tell No One,362225,
Croupier,159382,
Topsy-Turvy,151568,R
Sultan,4832640,
Master Z: The Ip Man Legacy,7262882,
A Clockwork Orange,66921,"TV-MA,R,X"
Oh Heavenly Dog,81269,PG
The Pope of Greenwich Village,87932,R
Night and the City,105001,R
The Straight Story,166896,G
The Grass Is Greener,53877,TV-PG
Piranha,78087,R
Tell Them Willie Boy Is Here,65079,"M,PG,TV-PG"
Hangar 18,80836,PG
The State of Things,84725,
Chasing Mavericks,1629757,PG
American Pop,82009,R
The Sessions,1866249,R
American Splendor,305206,"TV-MA,R,TV-14"
Hitchcock,975645,PG-13
The Cemetery Club,106536,PG-13
The Opposite Sex,49578,TV-PG
Foolish,166195,R
Gold Diggers: The Secret of Bear Mountain,113188,PG
The Walking Dead,114888,R
Lady Sings the Blues,68828,R
A Fine Mess,91051,PG
Deuces Wild,231448,R
Immediate Family,97567,PG-13
Racing with the Moon,87968,PG
Leave No Trace,3892172,PG
Before Sunset,381681,R
Stanley & Iris,100680,PG-13
The Perfect Holiday,841032,PG
Night of the Living Dead,100258,R
Pulling Strings,3203890,PG
Palmetto,120782,R
The Last American Virgin,84234,R
Crossroads,90888,"R,TV-14"
The Bling Ring,2132285,R
The Hitcher,91209,R
Real Women Have Curves,296166,PG-13
The Transformers: The Movie,92106,"TV-Y7-FV,PG,TV-PG"
The Rescue,95981,PG
Heaven & Earth,107096,R
Meet the Mormons,4003774,PG
Last Dance,116827,R
Feel the Noise,756703,PG-13
Light It Up,172726,R
Captain Fantastic,3553976,R
The Wandering Earth,7605074,TV-MA
The Opposite of Sex,120777,R
The Man Who Invented Christmas,6225520,PG
Smokey and the Bandit Part 3,86325,PG
Eight Men Out,95082,"PG,TV-PG"
Who's Your Caddy?,785077,PG-13
RocknRolla,1032755,R
Hear No Evil,107090,R
Mongol: The Rise of Genghis Khan,416044,R
Under Fire,86510,R
A Dangerous Method,1571222,"R,TV-14"
Surrender,94078,PG
The Crime of Padre Amaro,313196,R
Mary Reilly,117002,R
For Pete's Sake,71514,PG
One Eight Seven,118531,R
Wisdom,92225,R
Kin,6017942,PG-13
The Lonely Guy,87635,R
Gymkata,89243,R
Spellbound,334405,"G,TV-G"
Double Indemnity,36775,TV-PG
God's Not Dead: A Light in Darkness,6652708,PG
Hardware,99740,R
Slums of Beverly Hills,120831,R
Lovers and Other Strangers,66016,GP
The Counterfeiters,813547,R
A Scanner Darkly,405296,R
Downfall,363163,R
Three of Hearts,108334,R
Rescue Dawn,462504,PG-13
Heartbreak Hotel,95288,PG-13
Wind,105824,PG-13
Say It Isn't So,239949,R
Aqua Teen Hunger Force Colon Movie Film for Theaters,455326,"R,TV-14"
Before Sunrise,112471,R
Kundun,119485,PG-13
For Your Consideration,470765,PG-13
Delirious,101701,PG
Dream a Little Dream,97236,PG-13
Gold Diggers of Broadway,19936,
Cannery Row,83717,"PG,TV-14"
Angels and Insects,112365,R
Cesar Chavez,1621046,PG-13
Hero and the Terror,95296,R
Saratoga,29516,TV-PG
Whatever Works,1178663,PG-13
Chennai Express,2112124,
The Dresser,85461,PG
Won't Back Down,1870529,PG
Made,227005,"TV-MA,R"
Bread and Tulips,237539,PG-13
Once Upon a Time in the West,64116,"PG-13,PG,M"
The Goldfinch,3864056,R
Once Upon a Time in America,87843,"TV-MA,R"
Monkey Shines,95652,"TV-MA,R,TV-14"
Shine a Light,893382,"PG-13,R"
Danny Collins,1772288,R
Creator,88960,R
The Truth About Charlie,270707,PG-13
Margin Call,1615147,R
October Baby,1720182,PG-13
The Ten Commandments,14532,
Metalstorm: The Destruction of Jared-Syn,85935,PG
Sunshine,145503,R
Top Dog,114697,"PG-13,TV-14"
Out of Bounds,91706,R
Of Mice and Men,105046,PG-13
The Hotel New Hampshire,87428,R
Biutiful,1164999,R
Dawn of the Dead,77402,
Gossip,176783,R
They Call Me Mister Tibbs!,66450,"GP,R"
Grind,338077,PG-13
Viva Las Vegas,58725,
Heidi's Song,84060,G
The World's Fastest Indian,412080,PG-13
The Company You Keep,1381404,R
Colette,5437928,R
Butch and Sundance: The Early Days,78919,"PG,TV-PG"
Student Bodies,83133,R
Moonlight: Unfortunately a Love Story,461286,
Jack the Bear,107247,PG-13
Alone in the Dark,369226,R
52 Pick-Up,90567,R
The Object of Beauty,102573,R
Jean de Florette,91288,PG
Vamp,92147,R
The Sun Is also a Star,6423362,PG-13
The Handmaid's Tale,99731,R
20 Feet from Stardom,2396566,PG-13
Fanny and Alexander,83922,R
Summer Lovers,84737,R
Gringo,3721964,R
Jakob the Liar,120716,PG-13
Innocent Blood,104511,R
Let It Ride,97731,PG-13
Club Dread,331953,R
No Small Affair,87810,R
Destination Moon,42393,TV-G
"The Beast from 20,000 Fathoms",45546,TV-PG
"Kiss Me, Stupid",58265,"GP,PG-13"
The April Fools,64036,"PG,M"
The Chase,60232,
Hester Street,73107,PG
Mahogany,73335,PG
Frances,83967,R
Survive!,75290,R
Southern Comfort,83111,R
The Lover,101316,R
The Watcher in the Woods,81738,PG
Hollywood Ending,278823,PG-13
Just Visiting,189192,PG-13
My Chauffeur,91579,R
Eddie and the Cruisers,85475,PG
Creature,88961,R
Incarnate,3216348,PG-13
Into the West,104522,PG
She Done Him Wrong,24548,TV-PG
Gold Diggers of 1933,24069,TV-G
King David,89420,PG-13
The Long Walk Home,100046,PG
