Movie_Title,Movie_ID,ListOfCertificate
Trail of the Pink Panther,84814,PG
Dark Blue,279331,R
Huevos: Little Rooster's Egg-cellent Adventure,4643580,"PG-13,PG"
The Girl Who Played with Fire,1216487,R
The Divorce,306734,PG-13
A Midsummer Night's Sex Comedy,84329,PG
Warlock,98622,R
Meet the Blacks,4191580,R
Sweet Dreams,90110,PG-13
Superbabies: Baby Geniuses 2,270846,PG
White Sands,105813,R
Damnation Alley,75909,PG
Tap,98442,PG-13
Robin and Marian,75147,PG
Futureworld,74559,PG
The Island of Dr. Moreau,76210,PG
Suspect Zero,324127,R
Whatever It Takes,202402,PG-13
To Catch a Thief,48728,PG
Street Fighter: The Legend of Chun-Li,891592,PG-13
True Believer,98524,R
Mad Max,79501,R
The Pride and the Passion,50858,
Oxford Blues,87866,PG-13
Before and After,115645,PG-13
The Five Heartbeats,101891,R
The Seeker: The Dark Is Rising,484562,PG
Unfriended: Dark Web,4761916,R
Jumping Jacks,44774,
Scandal,98260,R
Body Double,86984,R
Can You Ever Forgive Me?,4595882,R
Chinatown,71315,R
Wise Guys,92226,R
Daytona Beach Weekend,188550,
Nothing But Trouble,102558,PG-13
Stranger in the Night,7098662,
The Quiet Ones,2235779,PG-13
Stick,90073,R
Troop Beverly Hills,98519,PG
Homecoming,1135500,R
Without a Clue,96454,PG
Ski Patrol,100631,PG
The Rich Man's Wife,117473,R
Serenity,6476140,R
Ratchet & Clank,2865120,PG
Care Bears Movie II: A New Generation,90799,G
Leprechaun,107387,"R,PG-13"
Blue Velvet,90756,R
Death at a Funeral,795368,R
High Spirits,95304,PG-13
Higher Power,2924392,R
Legends of Oz: Dorothy's Return,884726,PG
Black Robe,101465,R
The Lost City of Z,1212428,PG-13
Blue Steel,99160,R
The Blob,94761,R
The Cooler,318374,R
Tall Tale,111359,PG
All About My Mother,185125,R
Satisfaction,96037,PG-13
Christopher Columbus: The Discovery,103962,PG-13
Cry-Baby,99329,PG-13
The Love Letter,166252,"R,PG-13"
The Hustler,54997,
Early Man,4701724,PG
Deadly Blessing,82245,R
Lost Horizon,70337,G
Return to Paradise,124595,R
Reckless,87983,R
Larger Than Life,116823,PG
Mr. Jones,107611,R
Shadow of the Vampire,189998,R
Island in the Sun,50549,
The Taming of The Shrew,61407,
Johnny English Reborn,1634122,PG
John and Mary,64513,"R,PG"
Death Race 2000,72856,R
Machete Kills,2002718,R
Islands in the Stream,76211,PG
The Chase,109402,PG-13
Night Crossing,82810,PG
"Dragon Ball Z: Resurrection ""F""",3819668,
Rooster Cogburn,73636,PG
The Meteor Man,107563,"PG-13,PG"
The Texas Chainsaw Massacre 2,92076,
Woo,120531,R
Dhoom 3,1833673,
Haunted Honeymoon,91178,PG
Aspen Extreme,106315,PG-13
Firestorm,120670,R
Connie and Carla,345074,PG-13
The Death of Stalin,4686844,R
The Painted Veil,446755,PG-13
Shanghai Express,23458,
Anna,7456310,R
The Beast Within,83629,R
"Enemies, A Love Story",97276,R
The Return,433442,PG-13
In Bruges,780536,R
Sirens,111201,R
Bad Words,2170299,R
Slither,439815,R
The Best of Times,90713,PG-13
If Looks Could Kill,102095,PG-13
Vampire Academy,1686821,PG-13
Dead Calm,97162,R
The Night Listener,448075,R
House II: The Second Story,93220,PG-13
Weathering with You,9426210,PG-13
The Little Drummer Girl,87629,R
D.A.R.Y.L.,88979,PG
Trumbo,3203606,R
Hoop Dreams,110057,PG-13
The Ice Storm,119349,R
City of Ember,970411,PG
Trumbo,889671,PG-13
Fatal Instinct,106873,PG-13
Proof,377107,PG-13
Sprung,120190,R
Wanted: Dead or Alive,94293,R
Into the Night,89346,R
Damage,104237,R
El cantante,458522,R
The Jerky Boys,110189,R
City of God,317248,R
Hackers,113243,PG-13
Meet Me in St. Louis,37059,
While We're Young,1791682,R
Over Her Dead Body,785007,PG-13
Losing Isaiah,113691,R
Promised Land,2091473,R
Mortdecai,3045616,"R,PG-13"
The Jazz Singer,18037,
Ninja III: The Domination,87805,R
The Covered Wagon,13951,
Cavalcade,23876,
Strangers on a Train,44079,PG
"Hush...Hush, Sweet Charlotte",58213,
State Fair,56526,
The Nutty Professor,57372,
Sarafina!,105316,"R,PG-13"
Bones,166110,R
Mississippi Masala,102456,R
King of the Gypsies,77807,R
Wild America,120512,PG
The Squid and the Whale,367089,R
Iceman,87452,PG
The Crucible,115988,PG-13
Witchboard,90327,R
Alice,99012,PG-13
Mid90s,5613484,R
Paranoia,1413495,PG-13
Summer of '42,67803,"R,PG"
Ironweed,93277,R
Doogal,763304,G
Last of the Dogmen,113617,PG
Separate Tables,52182,
It Runs in the Family,311110,PG-13
Midnight Lace,54084,
The Train,59825,
Clifford,109447,PG
The Rat Race,54230,
Taras Bulba,56556,
"Take Her, She's Mine",57556,
Tickle Me,56585,
Sprung! The Magic Roundabout,339334,
Kids,113540,NC-17
Silence,490215,R
I Am Not Your Negro,5804038,PG-13
Gulliver's Travels,31397,
Beatriz at Dinner,5929750,R
Hardbodies,87385,R
The Longest Yard,71771,R
She's Gotta Have It,91939,R
The Boy Who Could Fly,90768,PG
The Orphanage,464141,R
The Hoax,462338,R
North,110687,PG
Breaker Morant,80310,PG
The Little Mermaid,5493944,PG
The Name of the Rose,91605,R
Women on the Verge of a Nervous Breakdown,95675,R
Zeus and Roxanne,120550,PG
The Green Inferno,2403021,R
Transylvania 6-5000,90196,PG
1492: Conquest of Paradise,103594,PG-13
American Dreamz,465142,PG-13
Roustabout,58534,PG
Red Sonja,89893,PG-13
Shag,98300,PG
Suburban Commando,103003,PG
La Cage aux Folles II,80489,R
House Arrest,116571,PG
Trial by Jury,111488,R
I Ought to Be in Pictures,84109,PG
Helen of Troy,49301,
The 7th Voyage of Sinbad,51337,G
Grandma,4270516,R
Relentless,98184,R
Children of the Corn II: The Final Sacrifice,106557,R
Fearless,106881,R
Buena Vista Social Club,186508,G
Our Brand Is Crisis,1018765,R
Spellbound,38109,
Loving Vincent,3262342,PG-13
9½ Weeks,91635,R
Caught Up,119988,R
Baahubali: The Beginning,2631186,
Fortress,106950,R
The Great Gatsby,71577,PG
Amour,1602620,PG-13
Me and Earl and the Dying Girl,2582496,PG-13
The Mambo Kings,104802,R
The Young Black Stallion,318850,G
Thunder and Lightning,76820,PG
Running with Scissors,439289,R
Runaway,88024,PG-13
Ladies in Lavender,377084,PG-13
Thunderbirds,167456,PG
In the Valley of Elah,478134,R
Boy Erased,7008872,R
Conviction,1244754,R
The Chipmunk Adventure,92752,G
Mixed Nuts,110538,PG-13
Till the Clouds Roll By,39035,
Trick or Treat,92112,R
Aloma of the South Seas,16598,
The Big Sleep,38355,
Let's Make Love,54022,
The Last Sunset,55073,
Savage Sam,57473,
Sink the Bismarck!,54310,
The Group,60479,
Bedtime Story,57878,
Khartoum,60588,
Bajirao Mastani,3735246,
"That's Entertainment, Part II",75323,G
Lost & Found,120836,PG-13
The Razor's Edge,87980,PG-13
I Dreamed of Africa,167203,PG-13
The Dead Don't Die,8695030,R
Strange Wilderness,489282,R
Here Come the Littles,89272,G
Curse of the Golden Flower,473444,R
Return of the Seven,60897,
Girls Just Want to Have Fun,89208,PG
The Soldier,84704,R
Amityville 3-D,85159,PG
How to Succeed in Business Without Really Trying,61791,
Motel Hell,81184,R
The Sting II,86370,PG
It's Kind of a Funny Story,804497,PG-13
The Unholy,96340,R
Shirley Valentine,98319,R
Fahrenheit 11/9,8632862,R
Hyde Park on Hudson,1477855,R
Cantinflas,3005242,PG
The Major and the Minor,35019,
Post Grad,1142433,PG-13
Article 99,101371,R
The Aristocrats,436078,
Gods and Monsters,120684,R
Rocky II,79817,PG
The Secret in Their Eyes,1305806,R
Eyewitness,82353,R
Plenty,89816,R
Chained Heat,85318,R
The Pope of Greenwich Village,87932,R
Barton Fink,101410,R
Lowriders,1366338,PG-13
Bells Are Ringing,53645,
UHF,98546,PG-13
Rabbit-Proof Fence,252444,PG
Mystery Date,102500,PG-13
A Very Long Engagement,344510,R
Maudie,3721954,PG-13
My Friend Irma,41673,
Nowhere in Africa,161860,R
Americathon,78766,PG
Braddock: Missing in Action III,94792,R
Tell No One,362225,
Topsy-Turvy,151568,R
Sultan,4832640,
Croupier,159382,
Night and the City,105001,R
The Straight Story,166896,G
Apache,46719,
The Grass Is Greener,53877,
Tell Them Willie Boy Is Here,65079,"M,PG"
Hangar 18,80836,PG
Piranha,78087,R
American Pop,82009,R
The State of Things,84725,
The Sessions,1866249,R
American Splendor,305206,R
Chasing Mavericks,1629757,PG
Hitchcock,975645,PG-13
The Cemetery Club,106536,PG-13
The Walking Dead,114888,R
The Opposite Sex,49578,
Gold Diggers: The Secret of Bear Mountain,113188,PG
Deuces Wild,231448,R
Lady Sings the Blues,68828,R
A Fine Mess,91051,PG
Racing with the Moon,87968,PG
Foolish,166195,R
Leave No Trace,3892172,PG
Run Fatboy Run,425413,PG-13
Day of the Dead,88993,
The Perfect Holiday,841032,PG
Stanley & Iris,100680,PG-13
Before Sunset,381681,R
Night of the Living Dead,100258,R
The Last American Virgin,84234,R
Pulling Strings,3203890,PG
Crossroads,90888,R
The Transformers: The Movie,92106,PG
The Bling Ring,2132285,R
The Hitcher,91209,R
Palmetto,120782,R
The Rescue,95981,PG
Real Women Have Curves,296166,PG-13
Last Dance,116827,R
Heaven & Earth,107096,R
Feel the Noise,756703,PG-13
Light It Up,172726,R
Captain Fantastic,3553976,R
Meet the Mormons,4003774,PG
The Opposite of Sex,120777,R
The Wandering Earth,7605074,
Against the Ropes,312329,PG-13
Megaforce,84316,PG
Smokey and the Bandit Part 3,86325,PG
The Man Who Invented Christmas,6225520,PG
Hear No Evil,107090,R
Who's Your Caddy?,785077,PG-13
Eight Men Out,95082,PG
RocknRolla,1032755,R
The Crime of Padre Amaro,313196,R
A Dangerous Method,1571222,R
Mary Reilly,117002,R
Mongol: The Rise of Genghis Khan,416044,R
Surrender,94078,PG
Under Fire,86510,R
Wisdom,92225,R
For Pete's Sake,71514,PG
Kin,6017942,PG-13
One Eight Seven,118531,R
The Lonely Guy,87635,R
Spellbound,334405,G
Double Indemnity,36775,
Gridlock'd,119225,R
Slums of Beverly Hills,120831,R
The Counterfeiters,813547,R
Lovers and Other Strangers,66016,GP
A Scanner Darkly,405296,R
Downfall,363163,R
Three of Hearts,108334,R
Rescue Dawn,462504,PG-13
Heartbreak Hotel,95288,PG-13
Say It Isn't So,239949,R
Kundun,119485,PG-13
Before Sunrise,112471,R
Aqua Teen Hunger Force Colon Movie Film for Theaters,455326,R
Wind,105824,PG-13
Gold Diggers of Broadway,19936,
Delirious,101701,PG
For Your Consideration,470765,PG-13
Ride,120707,R
Dream a Little Dream,97236,PG-13
Cesar Chavez,1621046,PG-13
Metalstorm: The Destruction of Jared-Syn,85935,PG
Saratoga,29516,
Hero and the Terror,95296,R
Cannery Row,83717,PG
Made,227005,R
Chennai Express,2112124,
Bread and Tulips,237539,PG-13
Whatever Works,1178663,PG-13
Won't Back Down,1870529,PG
Angels and Insects,112365,R
The Dresser,85461,PG
Once Upon a Time in the West,64116,"M,PG-13,PG"
Monkey Shines,95652,R
Danny Collins,1772288,R
Once Upon a Time in America,87843,R
The Goldfinch,3864056,R
Margin Call,1615147,R
Creator,88960,R
The Truth About Charlie,270707,PG-13
Shine a Light,893382,"R,PG-13"
Ghost in the Machine,107009,R
Top Dog,114697,PG-13
Out of Bounds,91706,R
The Hotel New Hampshire,87428,R
Sunshine,145503,R
Dawn of the Dead,77402,
Biutiful,1164999,R
Of Mice and Men,105046,PG-13
Gossip,176783,R
Grind,338077,PG-13
Viva Las Vegas,58725,
They Call Me Mister Tibbs!,66450,"R,GP"
Heidi's Song,84060,G
The Company You Keep,1381404,R
Butch and Sundance: The Early Days,78919,PG
The World's Fastest Indian,412080,PG-13
Colette,5437928,R
Moonlight: Unfortunately a Love Story,461286,
Alone in the Dark,369226,R
Jack the Bear,107247,PG-13
Student Bodies,83133,R
The Object of Beauty,102573,R
The Sun Is also a Star,6423362,PG-13
Solo,117688,PG-13
Jean de Florette,91288,PG
Vamp,92147,R
20 Feet from Stardom,2396566,PG-13
Jakob the Liar,120716,PG-13
The Handmaid's Tale,99731,R
Gringo,3721964,R
Fanny and Alexander,83922,R
Summer Lovers,84737,R
Innocent Blood,104511,R
Let It Ride,97731,PG-13
Club Dread,331953,R
No Small Affair,87810,R
Destination Moon,42393,
"The Beast from 20,000 Fathoms",45546,
The Chase,60232,
"Kiss Me, Stupid",58265,"GP,PG-13"
Mahogany,73335,PG
Hester Street,73107,PG
The April Fools,64036,"M,PG"
Survive!,75290,R
Welcome to the Dollhouse,114906,R
My Chauffeur,91579,R
Just Visiting,189192,PG-13
Creature,88961,R
Eddie and the Cruisers,85475,PG
Incarnate,3216348,PG-13
Into the West,104522,PG
She Done Him Wrong,24548,
See You in the Morning,98283,PG-13
King David,89420,PG-13
Abbott and Costello Meet Frankenstein,40068,
Gold Diggers of 1933,24069,
The Long Walk Home,100046,PG
Mao's Last Dancer,1071812,PG
Bring the Soul: The Movie,10545076,
Angus,112368,PG-13
Dilwale,4535650,
Slackers,240900,R
The Libertine,375920,R
Les Boys,118764,
Antonia's Line,112379,R
Dutch,101786,PG-13
"Lust, Caution",808357,"R,NC-17"
The January Man,97613,R
Longtime Companion,100049,R
Joe's Apartment,116707,PG-13
Love in the Time of Cholera,484740,R
Let's Go to Prison,454987,R
Dabangg,1620719,
Black Beauty,109279,G
If Lucy Fell,116606,R
Fire with Fire,91053,PG-13
The Hitman,102045,R
Radio Flyer,105211,PG-13
"No Retreat, No Surrender",89695,PG
You Can't Take It with You,30993,
C.H.U.D.,87015,R
The Science of Sleep,354899,R
Avenging Force,90678,R
Igby Goes Down,280760,R
Mindhunters,297284,R
Talk to Me,796368,R
Honkytonk Man,84088,PG
Bob Roberts,103850,R
Flawless,155711,R
"Blood In, Blood Out",106469,R
Curse of the Pink Panther,85384,PG
Suspicion,34248,
Road to Rio,39776,
An American in Paris,43278,
Way Down East,11841,
The Boogey Man,80464,R
The Conqueror,49092,G
Love Me Tender,49452,
Kickin' It Old Skool,772178,PG-13
Menteur,9487594,
The Last Black Man in San Francisco,4353250,R
Dangerous Beauty,118892,R
Swingers,117802,R
Mediterraneo,102426,R
McHale's Navy,119640,PG
In the Name of the King: A Dungeon Siege Tale,460780,PG-13
The Bride of Frankenstein,26138,
A Star Is Born,29606,
The Mark of Zorro,32762,
Laura,37008,
The War of the Worlds,46534,G
Rebecca,32976,
12 Angry Men,50083,
The Pit and the Pendulum,55304,
The Battle of Britain,64072,G
The Three Stooges Meet Hercules,56579,
Gidget Goes to Rome,57100,
"Farewell, My Lovely",72973,R
Solitary Man,1294213,R
Prem Ratan Dhan Payo,3595298,
The Biggest Little Farm,8969332,PG
For Me and My Gal,34746,
Enthiran,1305797,
The Dead,92843,PG
Mrs. Soffel,87751,PG-13
Ae Dil Hai Mushkil,4559006,
Cotton Comes to Harlem,65579,R
Pumpkinhead,95925,R
The Company of Wolves,87075,R
Until September,88330,R
Flash of Genius,1054588,PG-13
Men with Brooms,263734,R
Kiss Kiss Bang Bang,373469,R
Police Academy 5: Assignment: Miami Beach,95882,PG
"Jeff, Who Lives at Home",1588334,R
Mr. Nanny,107612,PG
45 Years,3544082,R
"Easy Come, Easy Go",61610,PG
Brainscan,109327,R
Van Wilder 2: The Rise of Taj,480271,R
The Meddler,4501454,PG-13
Lambada,99969,PG
Enemy Mine,89092,PG-13
A Life Less Ordinary,119535,R
The Omen,75005,R
Glitter,118589,PG-13
Goal! The Dream Begins,380389,"PG-13,PG"
Enigma,157583,R
The Lunchbox,2350496,PG
Best Seller,92641,R
Catch a Fire,437232,PG-13
Tie Me Up! Tie Me Down!,101026,"X,NC-17"
Caprice,61447,
Life Stinks,102303,PG-13
Man Trouble,104804,PG-13
Restoration,114272,R
This Boy's Life,108330,R
Life Itself,5989218,R
The Raid: Redemption,1899353,R
Kama Sutra: A Tale of Love,116743,R
Godzilla 1985,87344,PG
Witless Protection,1001562,PG-13
Ran,89881,R
My Science Project,89652,PG
Heart Condition,99750,R
To Gillian on Her 37th Birthday,117924,PG-13
Whipped,174336,R
Gloria,120683,R
Good Hair,1213585,PG-13
Twin Peaks: Fire Walk with Me,105665,R
Mostly Martha,246772,PG
Dillinger,37644,
Badman's Territory,38321,
Rock Around the Clock,49682,
Jailhouse Rock,50556,
Willy Wonka & the Chocolate Factory,67992,G
Blood Feast,56875,
Sparkle,75249,PG
Ingagi,164686,
American Ninja 2: The Confrontation,92548,R
Shame,1723811,NC-17
Ladrón que roba a ladrón,859760,PG-13
House of Dark Shadows,65856,"GP,PG"
Idle Hands,138510,R
Kissing a Fool,120723,R
King's Ransom,388183,PG-13
Tai-Pan,92042,R
Safety Not Guaranteed,1862079,R
Short Time,100604,PG-13
My Old Lady,2908856,PG-13
The Heavenly Kid,89265,PG-13
Flashpoint,87268,R
Getting Straight,65775,R
The Man Who Knew Infinity,787524,PG-13
The Thin Man Goes Home,37365,
Damien: Omen II,77394,R
Top Hat,27125,
Me and You and Everyone We Know,415978,R
The Spanish Apartment,283900,R
"Lock, Stock and Two Smoking Barrels",120735,R
The Manhattan Project,91472,PG-13
A United Kingdom,3387266,PG-13
The Governess,120687,R
The Assassination of Jesse James by the Coward Robert Ford,443680,R
Warlock: The Armageddon,108517,R
Earth Girls Are Easy,97257,PG
The Assassin's Code,6170804,
Resurrection,81414,PG
Morgan,4520364,R
7th Heaven,18379,
My Demon Lover,93589,PG-13
The Cocoanuts,19777,
Mannequin: On the Move,102395,PG
Vera Drake,383694,R
Imagine: John Lennon,95360,R
Portrait of a Lady on Fire,8613070,R
Friend Request,3352390,R
Anomalisa,2401878,R
White Man's Burden,114928,R
The Keep,85780,R
The Class,1068646,PG-13
Fading Gigolo,2258345,R
The Merchant of Venice,379889,R
Girl Crazy,35942,
The Monster Squad,93560,PG-13
Cheech & Chong's the Corsican Brothers,87042,PG
Batman: The Killing Joke,4853102,R
To Save a Life,1270286,PG-13
La traviata,84821,G
The Pest,119887,PG-13
Paris Is Burning,100332,R
Across 110th Street,68168,R
A Dry White Season,97243,R
Mission Mangal,9248972,
Bug,72750,PG
Table 19,1412528,PG-13
My Heroes Have Always Been Cowboys,102493,PG
Stay,371257,R
Spare Parts,3233418,PG-13
The Chorus,372824,PG-13
Caché (Hidden),387898,R
Requiem for a Dream,180093,R
Scouts Guide to the Zombie Apocalypse,1727776,R
Burn the Stage: The Movie,9151704,
Rules Don't Apply,1974420,PG-13
Laurel Canyon,298408,R
Cabin Boy,109361,PG-13
Sunshine,448134,R
Born to Be Wild,113533,PG
Step Into Liquid,308508,PG
Gosnell: The Trial of America's Biggest Serial Killer,3722234,PG-13
Chhalawa,10125662,
Devdas,238936,
East Side Sushi,2340650,PG
Rangasthalam 1985,7392212,
BTS World Tour: Love Yourself in Seoul,9448868,
The Oscar Nominated Short Films 2018: Live Action,7935892,R
Feast of Love,800027,R
Indivisible,6512428,PG-13
Claudine,71334,PG
The Good Thief,281820,R
The Brothers Bloom,844286,PG-13
Free Willy 3: The Rescue,119152,PG
Blood and Chocolate,397044,PG-13
Pina,1440266,PG
Things Change,96259,PG
The Challenge,83726,R
The Oscar Nominated Short Films 2019: Documentary,9724318,
In Country,97570,R
Shout,102913,PG-13
The Big Bus,74205,PG
Bharath Ane Nenu,6980546,
Madame Sousatzka,95564,PG-13
Head Office,91183,PG-13
The Lords of Flatbush,71772,PG
Major League: Back to the Minors,120742,PG-13
Indignation,4193394,R
"Hello Frisco, Hello",35982,
Sweet Rosie O'Grady,36406,
Cruising Bar,97131,R
The Grand Seduction,2319580,PG-13
Like Crazy,1758692,PG-13
Gunmen,109959,R
Born Into Brothels: Calcutta's Red Light Kids,388789,R
The Andromeda Strain,66769,G
Kinjite: Forbidden Subjects,97670,R
A Shock to the System,100602,R
Metallica Through the Never,2172935,R
Father Hood,106877,PG-13
A Simple Twist of Fate,111194,PG-13
Sweet Charity,65054,G
The Barbarian Invasions,338135,R
Bad Samaritan,3203528,R
Miss Sloane,4540710,R
Price of Glory,188160,PG-13
The Ultimate Gift,482629,PG
Exit Through the Gift Shop,1587707,R
Pootie Tang,258038,PG-13
Siempre felices,102924,
Happily Ever After,99733,G
The Private Life of Sherlock Holmes,66249,"GP,PG-13"
Art School Confidential,364955,R
Avanti!,68240,R
Stand Up Guys,1389096,R
Rockets' Red Glare,261959,
Ghost Dog: The Way of the Samurai,165798,R
Last Ounce of Courage,2359137,PG
Carpool,115836,PG
Shoplifters,8075192,R
Veronica Mars,2771372,PG-13
The Glass Shield,109906,PG-13
Another Thin Man,31047,
Fifty,221959,
Robot & Frank,1990314,PG-13
Green Room,4062536,R
The Cat's Meow,266391,PG-13
Pi,138704,R
Barfly,92618,R
Water,240200,PG-13
Lost and Found,79486,PG
"Race for Your Life, Charlie Brown",76591,G
The Mermaid,4701660,R
The Leisure Seeker,3741632,R
Sing Street,3544112,PG-13
Catfish,1584016,PG-13
Tomorrow Is Forever,39041,
Splitting Heirs,108207,PG-13
You Will Meet a Tall Dark Stranger,1182350,R
A Smile Like Yours,120151,R
Carrington,112637,R
The Sweet Hereafter,120255,R
Treehouse,1791681,
Zoot Suit,83365,R
The Fifth Estate,1837703,R
Raees,3405236,
Pinocchio and the Emperor of the Night,93743,G
Welcome Danger,20572,
The Last House on the Left,68833,R
Sounder,69303,G
Soul Survivors,218619,"R,PG-13"
Supercross,403016,PG-13
Feeling Minnesota,116289,R
Blame It on the Bellboy,103827,PG-13
Compadres,3367294,R
White Mischief,94317,R
K2,102178,R
Zindagi Na Milegi Dobara,1562872,
Wild Tales,3011894,R
Asterix & Obelix: Mission Cleopatra,250223,PG
Night of the Demons,93624,R
Boynton Beach Club,439478,R
Elvis Gratton II: Miracle à Memphis,180668,
Obvious Child,2910274,R
Wordplay,492506,PG
Capturing the Friedmans,342172,
Mr. Wonderful,107613,PG-13
Rosewater,2752688,R
Mean Streets,70379,R
Maurice,93512,R
The Favor,109783,R
The Legend of Billie Jean,89470,"R,PG-13"
Original Gangstas,117260,R
Colossal,4680182,R
Albert Nobbs,1602098,R
From Prada to Nada,893412,PG-13
G,291928,R
Princess Caraboo,110892,PG
Ingrid Goes West,5962210,R
The Golden Voyage of Sinbad,71569,G
Hedwig and the Angry Inch,248845,R
Melancholia,1527186,R
Whitney,5740866,R
Buck and the Preacher,68323,GP
The Guru,280720,R
The Golden Bowl,200669,R
Paid in Full,259484,R
China Moon,109417,R
The House of Mirth,200720,PG
Songcatcher,210299,PG-13
Heavenly Creatures,110005,R
Pygmalion,30637,
Jab Tak Hai Jaan,2176013,
Crimes of Passion,87100,R
Veer Zaara,420332,
Homework,84084,R
This Is My Life,105577,"R,PG-13"
Waiting for Guffman,118111,R
Choke,1024715,R
Up at the Villa,153464,PG-13
Joan Rivers: A Piece of Work,1568150,R
The Beatles: Eight Days a Week - The Touring Years,2531318,
The Judas Project,107284,PG-13
Metropolitan,100142,PG-13
976-EVIL,94597,R
Gracie,441007,PG-13
The Pirate,40694,
Man on Wire,1155592,PG-13
Anthropoid,4190530,R
Before I Go to Sleep,1726592,R
The Glass Slipper,48124,
Basquiat,115632,R
Isn't She Great,141399,R
In a World...,2294677,R
My Brother's Wife,463345,R
Barfi!,2082197,
Return to the Blue Lagoon,102782,PG-13
Loving Couples,81080,PG
Map of the Human Heart,104812,R
Happiness,147612,NC-17
Yor: The Hunter from the Future,84935,PG
Newsies,104990,PG
The Identical,2326574,PG
Reservoir Dogs,105236,R
Monsieur Ibrahim,329388,R
The Fluffy Movie: Unity Through Laughter,3532608,PG-13
Sid and Nancy,91954,R
The Power of One,105159,PG-13
Clifford's Really Big Movie,398872,G
Thoroughbreds,5649108,R
The Perez Family,114113,R
Filly Brown,1869425,R
The Jungle Book,34928,
Kedi,4420704,
Running on Empty,96018,PG-13
God Bless the Broken Road,5702446,PG
eXistenZ,120907,R
The Adventurers,65374,"R,PG"
The Great White Hope,65797,"GP,PG-13"
Youth,3312830,R
The Blue Dahlia,38369,
The Way Back,1023114,PG-13
The Allnighter,92537,PG-13
Deceptions,193082,
Six Reasons Why,1202044,R
Call Me Mister,43370,
Talaash,1787988,
The Show,114435,R
Chéri,1179258,R
Everything Must Go,1531663,R
Wolf Warrior 2,7131870,
Walk on Water,352994,R
The Good Lie,2652092,PG-13
The History Boys,464049,R
Kalank,6988116,
Blood and Sand,12952,
King Kong vs. Godzilla,56142,
Hot Moves,89304,R
The Shocking Miss Pilgrim,39819,
The Sweet Ride,63662,R
Richard III,114279,R
Under the Skin,1441395,R
Blume in Love,69808,R
Raise the Red Lantern,101640,PG
The Care Bears Adventure in Wonderland,92723,G
Miles Ahead,790770,R
Kapoor & Sons,4900716,
The Innocents,55018,
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,45469,
Meet Me After the Show,43795,
Snow White and the Three Stooges,55458,PG
The Haunting,57129,G
The Haunted Palace,57128,
One Night Stand,119832,R
Saaho,6836936,
The Raid 2,2265171,R
Burnt by the Sun,111579,R
Captivity,374563,R
God's Army,238247,PG
Villa Rides,63775,R
Reform School Girls,91836,R
Frozen River,978759,R
Ra.One,1562871,
The Sum of Us,111309,R
Aces: Iron Eagle III,103617,R
Streets of Gold,92022,R
Dabangg 2,2112131,
You Were Never Really Here,5742374,R
A Private Function,89838,R
Pieces of April,311648,PG-13
The Dreamers,309987,"R,NC-17"
Do It Like An Hombre,6046212,R
Sin Nombre,1127715,R
The Hot Rock,68718,"GP,PG"
Treasure Island,25907,
Ruby Sparks,1839492,R
A Night at the Opera,26778,
Man on the Train,301414,R
Naked Lunch,102511,R
Truth,3859076,R
Love and Death on Long Island,119574,PG-13
Never Let Me Go,1334260,R
Stranger Than Paradise,88184,R
THX 1138,66434,"R,GP"
Pawn Sacrifice,1596345,PG-13
Table for Five,86405,PG
Afterglow,118566,R
The Man Who Wasn't There,85892,R
The Men's Club,91508,R
The Hand,82497,R
My Beautiful Laundrette,91578,R
Kill the Messenger,1216491,R
The Sapphires,1673697,PG-13
Son of the Pink Panther,108187,PG
The Endurance,264578,G
Foxy Brown,71517,R
Class of 1999,99277,R
S*P*Y*S,72107,PG
In the Loop,1226774,
Kick,2372222,
LBJ,4778988,R
Mistress America,2872462,R
Hearts Beat Loud,7158430,PG-13
Love Crimes,102340,R
Backbeat,106339,R
Dangerously Close,90904,R
Roxie Hart,35272,
Peking Express,43912,
Kalifornia,107302,R
Les Miserables,44907,
Club Fed,99280,PG-13
The Condemned of Altona,56468,
Little Old New York,14205,
The Evil Dead,83907,NC-17
Ding et Dong le film,99432,
The Queen of Versailles,2125666,PG
The Wolves,114973,PG-13
Pokémon the Movie: I Choose You!,6595896,PG
T2 Trainspotting,2763304,R
The Salesman,5186714,PG-13
Sky Bandits,91963,PG
To the Shores of Tripoli,35447,
Buster and Billie,71258,R
42nd Street,24034,
The Day of the Dolphin,69946,PG
Shanghai Triad,115012,R
Sign of the Times,193506,
Medicine Bow,6098694,
A Good Man in Africa,109920,R
Ode to My Father,3812366,
Hav Plenty,126938,R
Merry Christmas Mr. Lawrence,85933,R
"Play It Again, Sam",69097,PG
WARx2,3695244,PG-13
"Man, Woman and Child",85895,PG
Shanghai Surprise,91934,PG-13
Chocolat,94868,PG-13
White Hunter Black Heart,100928,PG
The Seven-Ups,70672,PG
Trance,1924429,R
"Mary, Queen of Scots",67402,"GP,PG-13"
Weeds,94304,R
DysFunktional Family,337996,R
The Squeeze,94021,PG-13
Rabbit Hole,935075,PG-13
Vincent & Theo,100873,PG-13
The Illusionist,775489,PG
Jeepers Creepers III,1139592,
Touch of Evil,52311,PG-13
Tod@s Caen,7549776,PG-13
My Best Girl,18183,
Love Is Strange,2639344,R
The Objective,962711,
A Aa,5684466,
The Dish,205873,PG-13
My All-American,3719896,PG
