Movie_Title,Movie_ID,ListOfCertificate
Crazy in Alabama,142201,PG-13
The Clan of the Cave Bear,90848,R
Two Girls and a Guy,124179,"R,NC-17"
Love Field,104765,PG-13
Assassination Nation,6205872,R
Blindness,169624,
Flaming Star,53825,
Betrayed,46770,
Margot at the Wedding,757361,R
Coffee and Cigarettes,379217,R
Savage Islands,85994,PG
Dreams,100998,PG
Raggedy Man,82969,"R,PG"
Tamasha,3148502,
Detective Chinatown 2,7752454,R
Agneepath,1849718,
Demolition,1172049,R
The Incredibly True Adventure of Two Girls in Love,113416,R
Ju Dou,99902,PG-13
A Bigger Splash,2056771,R
Shortbus,367027,
Possessed,39725,
Surviving Picasso,117791,R
Nemesis,107668,R
Bad Lieutenant,103759,"R,NC-17"
The Front Runner,7074886,R
Honky Tonk Freeway,82525,PG
Bubba Ho-Tep,281686,R
Betty Blue,90563,
Red Nose,380585,
The Handmaiden,4016934,
Hum Saath-Saath Hain,216817,
Footnote,1445520,PG
In God We Trust (or Gimme That Prime Time Religion),80917,PG
Better Than Chocolate,168987,R
The Moderns,95649,R
Monsieur Lazhar,2011971,PG-13
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",80461,G
The Trip,1740047,
Sur le seuil,380732,
The Immigrant,1951181,R
The Tamarind Seed,72253,PG
Rad,91817,PG
Night on Earth,102536,R
Queen Margot,110963,R
Beyond the Mat,218043,R
Three Seasons,138874,PG-13
Billy's Hollywood Screen Kiss,137386,R
A Fantastic Woman,5639354,R
Trick,162710,R
Jacknife,97607,R
Three Men and a Cradle,90206,PG-13
Pelle the Conqueror,93713,PG-13
The Iron Horse,15016,
Brick,393109,R
Auto Focus,298744,R
Rust and Bone,2053425,R
The Krays,99951,R
Ravenous,129332,R
Cadence,101531,PG-13
Blackfish,2545118,PG-13
Strangers with Candy,369994,R
Anne of the Thousand Days,64030,"M/PG,PG"
The Informer,26529,
Raising Victor Vargas,316188,R
The Sheltering Sky,100594,R
The Wizard of Oz,32138,"PG,G"
Purple Hearts,87956,R
Salaam Bombay!,96028,
The Wackness,1082886,R
Autumn Tale,137439,PG
Strawberry & Chocolate,106966,R
Rab Ne Bana Di Jodi,1182937,
I'm Not Ashamed,4950110,PG-13
Videodrome,86541,R
Screwballs,86264,R
29th Street,101252,R
The Nutcracker,107719,G
Let the Right One In,1139797,R
The Quiet Earth,89869,R
Mallrats,113749,R
Framed,73015,R
Farinelli,109771,R
Train to Busan,5700672,
Windows,81759,R
The Journey of Natty Gann,89385,PG
Brad's Status,5884230,R
The Saratov Approach,2887322,PG-13
Morgan Stewart's Coming Home,93567,PG-13
Paterson,5247022,R
The Oscar Nominated Short Films 2013: Live Action,2691580,R
The Princess and the Goblin,107875,G
The Patriarch,4958468,PG-13
Meatballs III: Summer Job,93516,R
Rich in Love,105256,PG-13
Mrs. Parker and the Vicious Circle,110588,R
A Dog of Flanders,160216,PG
The Parallax View,71970,R
Blood Simple,86979,R
Austenland,1985019,PG-13
Heartbeeps,82507,PG
Shadow Conspiracy,120107,R
The Endless Summer 2,109729,PG
Scenes from the Class Struggle in Beverly Hills,98261,R
Electric Dreams,87197,PG
Oldboy,1321511,R
A Month by the Lake,113849,PG
Heathcliff: The Movie,104401,G
The Lovers,5770620,R
Chinese Box,118851,R
Rang De Basanti,405508,
Fedora,77539,PG
To Live in Peace,39966,
Dark Eyes,93664,
Blue Is the Warmest Colour,2278871,NC-17
Once Were Warriors,110729,R
The Impostors,120823,R
Transsiberian,800241,R
The Host,468492,R
There's a Girl in My Soup,66449,R
The Christmas Candle,2739338,PG
"Carry On, Munna Bhai",456144,
But I'm a Cheerleader,179116,R
Euphoria,847877,
Def by Temptation,99395,R
2 States,2372678,
Shattered Glass,323944,PG-13
Smilla's Sense of Snow,120152,R
Le Week-end,2392326,R
The White Ribbon,1149362,R
The Hunchback of Notre Dame,14142,
Perfume: The Story of a Murderer,396171,R
Tarzan Finds a Son!,32007,
Texasville,103069,R
The East,1869716,PG-13
Super 30,7485048,
One Hundred Men and a Girl,29347,
The Women,32143,
The Valet,449851,PG-13
Riding Giants,389326,PG-13
Showdown in Little Tokyo,102915,R
Adam,1185836,PG-13
The Resurrection of Gavin Stone,4902904,PG
"Yes, Giorgio",84931,PG
Noises Off...,105017,PG-13
Collide,2126235,PG-13
Nomads,91647,R
A Brief History of Time,103882,G
The Fall,460791,R
Ma vie en rose,119590,R
Humoresque,38622,
Pecker,126604,R
The Nasty Girl,100557,PG-13
Mark Twain's America in,119621,G
The Company,335013,PG-13
Waltz with Bashir,1185616,R
Dancing at Lughnasa,120643,PG
Snowriders II,126036,
Renoir,2150332,R
The Killing of a Sacred Deer,5715874,R
At Eternity's Gate,6938828,PG-13
The Pillow Book,114134,
Last Orders,253200,R
A World Apart,96464,PG
Bucky Larson: Born to Be a Star,1411664,R
To Live,110081,
Meru,2545428,R
She's the Man,454945,PG-13
Papillon,5093026,R
Save the Tiger,70640,R
Double Dragon,106761,PG-13
Gabriela,189541,R
Layer Cake,375912,R
1991,8264546,
No,2059255,R
Redbelt,1012804,R
Ek Tha Tiger,2016894,
"My People, My Country",10147382,
Downtown,99460,R
At Close Range,90670,R
A Little Sex,84259,R
Last Summer,64573,"R,X"
The Business of Show Business,2281499,
Bon Voyage,310778,PG-13
The Dancer Upstairs,118926,R
Princess Mononoke,119698,PG-13
Buffalo '66,118789,R
Hillsong: Let Hope Rise,3850544,PG
I'm in Love with a Church Girl,1618432,PG
"Spring, Summer, Fall, Winter... and Spring",374546,R
Sidewalks of New York,239986,R
Krakatoa: East of Java,64555,G
The Kindred,91343,R
Go Fish,109913,R
Lawnmower Man 2: Beyond Cyberspace,116839,PG-13
The Art of Self-Defense,7339248,R
BloodRayne,383222,R
Arctic,6820256,PG-13
A Sunday in the Country,88318,G
Wanda Nevada,80116,PG
The Disappointments Room,2364897,R
Body Chemistry,99164,R
Dead of Winter,92842,R
Mary and the Witch's Flower,6336356,PG
The Stupids,117768,PG
Flirting,101898,R
The Gatekeepers,2309788,PG-13
Hell Is for Heroes,56062,
The Rider,6217608,R
Farewell to the King,97334,PG-13
Godzilla,47034,
The Basketball Diaries,112461,R
The Prisoner of Zenda,79753,PG
Tulip Fever,491203,R
Love Aaj Kal,1275863,
The Homesman,2398231,R
The Grace Card,1544600,PG-13
You Kill Me,796375,R
Ghajini,1166100,
Mandingo,73349,R
Kansas,95428,R
Jefferson in Paris,113463,PG-13
Suspiria,1034415,R
The Lost City,343996,R
Himalaya,210727,
The Stepfather,94035,R
My One and Only,1185431,PG-13
Moonlight and Valentino,113851,R
"Silent Night, Deadly Night",88117,R
Choose Me,87054,R
The Taking of Pelham One Two Three,72251,R
The Road to Ruin,19332,
40 Carats,70068,PG
P.O.W. the Escape,91713,R
Rumble Fish,86216,R
Desert Hearts,89015,R
"Paradise, Hawaiian Style",59563,G
On the Riviera,43882,
Two Guys from Milwaukee,39053,
Last Train from Gun Hill,52993,
Moscow Does Not Believe in Tears,79579,PG
Impulse,87464,R
The Secret of Santa Vittoria,64952,"M,PG-13"
The King of Comedy,85794,PG
Red Rock West,105226,R
Skyjacked,69278,PG
Ridicule,117477,R
Career Girls,118818,R
Grace Unplugged,2349460,PG
Full Frontal,290212,R
Marie,89555,PG-13
Impulse,99832,R
Bang Bang,2905838,
True Stories,92117,PG
Carnage,280523,
Carnage,1692486,R
"Goodbye, Mr. Chips",64382,G
Prince of Foxes,41767,
Jiro Dreams of Sushi,1772925,PG
Dragon Ball Z: Battle of Gods,2263944,
King of New York,99939,R
Captive,3268668,PG-13
Under the Volcano,88322,R
The Cure,112757,PG-13
Maxie,89569,PG
Brassed Off,115744,R
18 Again!,94593,PG
Here Comes the Navy,25238,
Calendar Girl,106505,PG-13
It Came from Hollywood,84156,PG
House of Games,93223,R
Control Room,391024,
A Question of Faith,6054650,PG
The Admiral: Roaring Currents,3541262,
Darling Lili,65611,G
The Yellow Cab Man,43150,
Qué León,8170902,PG-13
N-Secure,1289419,R
Girl in Progress,1817676,PG-13
Dhoom 2,441048,
Fancy Pants,42447,G
The Mighty,119670,PG-13
He Named Me Malala,3065132,PG-13
Chi-Raq,4594834,R
Magic in the Water,113737,PG
Miracle on 34th Street,39628,
Kids in the Hall: Brain Candy,116768,R
Easy Virtue,808244,PG-13
Beyond the Valley of the Dolls,65466,"X,NC-17"
Everybody Knows,4964788,R
The Final Option,83941,R
The Scout,111094,PG-13
Playing for Keeps,91767,PG-13
The New Interns,58398,
Samsara,770802,PG-13
RamLeela,2215477,
My Cousin Rachel,4411596,PG-13
Ip Man 3,2888046,PG-13
"After Dark, My Sweet",98994,R
Junebug,418773,R
Bad Medicine,88765,PG-13
Prom Night II,93176,R
The Bear,86945,PG
Sankofa,108041,
Blind Fury,96945,R
Grand Hotel,22958,
In the Mood for Love,118694,PG
Is Genesis History?,6360332,
Bobby Jones: Stroke of Genius,375104,PG
Half Nelson,468489,R
Shadows and Fog,105378,PG-13
Putney Swope,64855,R
Desperate Hours,99409,R
Comedian,328962,R
Deadtime Stories,92850,R
The Pyramid,2799166,R
Freeriders,168808,
Dr. Jekyll and Ms. Hyde,112895,PG-13
My Architect,373175,
Justine,64526,R
East/West,181530,PG-13
Gleaming the Cube,97438,PG-13
Unforgettable,118040,R
How to Lose Friends & Alienate People,455538,R
Diary of a Mad Housewife,65636,R
The Clock,37604,
Bugsy Malone,74256,G
La boda de Valentina,4823538,R
Kirk Cameron's Saving Christmas,4009460,PG
Hexed,107107,R
When We Were Kings,118147,PG
Year of the Comet,105871,PG-13
Heat,93164,R
Three on a Couch,61093,
Three Little Words,43044,
California Casanova,101536,R
Love Stinks,188863,R
Letters to God,1462054,PG
Citizenfour,4044364,R
I'm No Angel,24166,
The Great Beauty,2358891,
The Man in the Moon,102388,PG-13
In the Company of Men,119361,R
Airborne,106233,PG
Home Run,2051894,PG-13
American Animals,6212478,R
Cinderella Liberty,69883,R
Modern Romance,82764,R
Rappin',89883,PG
Another You,101356,R
Jinxed!,84173,R
The Hudsucker Proxy,110074,PG
The Trip to Italy,2967006,
Love! Valour! Compassion!,119578,R
Unzipped,114805,R
No Man's Land,93638,R
Shallow Grave,111149,R
Tadpole,271219,PG-13
Waking Life,243017,R
The Warrior and the Sorceress,88379,R
Kabhi Khushi Kabhie Gham...,248126,
Cradle Will Rock,150216,R
Sleeper,70707,PG
Tsotsi,468565,R
Homicide,102048,R
Bharat,7721800,
Miss Potter,482546,PG
Cleopatra Jones,69890,PG
The Pope Must Diet,102691,R
Martha Marcy May Marlene,1441326,R
Rock the Kasbah,3164256,R
Fright Night Part 2,97390,R
The Other Side of the Door,3702652,R
The End of the Tour,3416744,R
The Last Days of Disco,120728,R
Bullies,90779,R
Over the Hill to the Poorhouse,11549,
The Miracle Man,10466,
His People,15918,
Three Smart Girls,28373,
The World in His Arms,45339,
The Bandit of Sherwood Forest,38326,
Forbidden Planet,49223,G
Without Reservations,39110,
The Fly,51622,
Behold a Pale Horse,57879,
Macumba Love,54045,
Blacula,68284,PG
The Sicilian Clan,64169,GP
Hanover Street,79268,PG
Running Brave,86220,PG
Sign 'o' the Times,93970,PG-13
Maiden,8879946,PG
Waterloo,66549,G
The Blue Angel,52638,
CrissCross,104027,R
Illegal Tender,775488,R
Night of Dark Shadows,67491,"GP,PG"
Passage to Mars,3190158,
The Band's Visit,1032856,PG-13
The Wild Parrots of Telegraph Hill,424565,G
Malone,93483,R
Ladrones,4296800,PG-13
Song of the Thin Man,39853,
Beautiful,210567,PG-13
Widow of St Pierre,191636,R
Sunshine State,286179,PG-13
The Public Eye,105187,R
Jawbreaker,155776,R
Chloe,1352824,R
Messenger of Death,95626,R
Blindness,861689,R
8 Women,283832,R
Dominick and Eugene,95050,PG-13
"Synecdoche, New York",383028,R
Speed Zone,98369,PG
The Reincarnation of Peter Proud,73615,R
Tous les matins du monde,103110,
The Ex,458364,PG-13
A3,103604,
The Naked Cage,91603,R
Celeste & Jesse Forever,1405365,R
Two Lovers,1103275,R
Sgt. Stubby: An American Hero,5314190,PG
The Sisters Brothers,4971344,R
Clerks,109445,"R,NC-17"
The Big Kahuna,189584,R
I've Loved You So Long,1068649,PG-13
The Eagle Huntress,3882074,G
House of Usher,53925,
Our Kind of Traitor,1995390,R
Rude Awakening,98230,R
Resurrecting the Champ,416185,PG-13
Ride,268575,
Grizzly Man,427312,R
Silent Fall,111187,R
Crumb,109508,R
Penitentiary II,84485,R
Shaft in Africa,70679,R
7 Days in Entebbe,5466186,PG-13
The Skin I Live In,1189073,R
The Last Detail,70290,R
The Limey,165854,R
Vertigo,52357,PG
Mrs Dalloway,119723,PG-13
Anything Else,313792,R
Traces of Red,105631,R
Mi vida loca,107566,R
Another Year,1431181,PG-13
The Million Dollar Mystery,4336,
Tarzan of the Apes,9682,
The Three Musketeers,12752,
The Hunchback of Notre Dame,31455,
Tarzan Triumphs,36414,
The Iron Mask,20030,
All Quiet on the Western Front,20629,
Flying Tigers,34742,
Nothing But Trouble,37138,
Closely Watched Trains,60802,
13 Ghosts,53559,
Mirage,59448,
Charro!,64155,"PG,G"
The Only Game in Town,66184,M/PG
Cannonball!,74279,PG
At Long Last Love,72665,G
Only the Strong,107750,PG-13
Kabhi Alvida Naa Kehna,449999,
Lion of the Desert,81059,PG
'Round Midnight,90557,R
Romeo Is Bleeding,107983,R
Rize,436724,PG-13
Wish You Were Here,94331,R
Looker,82677,PG
Things We Lost in the Fire,469623,R
Brother of the Wind,68318,G
Thirteen Conversations About One Thing,268690,R
Fraternity Vacation,89167,R
What We Do in the Shadows,3416742,R
Wings of Desire,93191,PG-13
My Boyfriend's Back,107626,PG-13
Echo in the Canyon,8884430,PG-13
Fighting Back,83936,R
Atlas Shrugged II: The Strike,1985017,PG-13
Venus,489327,R
Squanto: A Warrior's Tale,111271,PG
Harsh Times,433387,R
The Work and the Glory,410454,PG
Emperor,2103264,PG-13
Hitler's Children,34856,
Maggie's Plan,3471098,R
A Man Called Ove,4080728,PG-13
Blue Sky,109306,PG-13
Detroit 9000,69966,R
Starchaser: The Legend of Orin,90065,PG
Everybody Wants Some!!,2937696,R
Near Dark,93605,R
Moll Flanders,117071,PG-13
Once Upon a Time... When We Were Colored,114039,PG
Nitro Circus: The Movie,1815852,PG-13
The MatchMaker,119632,R
The Hero: Love Story of a Spy,347167,
Wrong Is Right,84920,R
Bud Abbott and Lou Costello Meet the Invisible Man,43255,
Born American,91313,R
Next Stop Wonderland,119778,R
Fireflies in the Garden,961108,R
Big Shots,92655,PG-13
Jodhaa Akbar,449994,
The To Do List,1758795,R
Learning to Drive,3062976,R
"Juliet, Naked",5607096,R
Til Death Do Us Part,6848602,PG-13
Malena,213847,R
What If,1486834,PG-13
First Reformed,6053438,R
Talk Radio,96219,R
'Til There Was You,118523,PG-13
The Lemon Sisters,100003,PG-13
Disobedience,6108178,R
Heaven's Gate,80855,R
The Beach Bum,6511932,R
Foreign Correspondent,32484,
Jeffrey,113464,R
Phantom of the Opera,36261,
Double Trouble,61595,
Mommy,3612616,R
Who's Got the Action?,56691,
Casanova's Big Night,46834,
Happy-Go-Lucky,1045670,R
An Inconvenient Sequel: Truth to Power,6322922,PG
Coney Island,35749,
The Moon-Spinners,58371,"PG,G"
Tom and Jerry: The Movie,105616,G
The Wraith,92240,"R,PG-13"
The Ballad of Cable Hogue,65446,R
The Big Blue,95250,"R,PG"
8 Heads in a Duffel Bag,118541,R
Physical Evidence,98093,R
Once Upon a Time in China III,108592,R
Cats Don't Dance,118829,G
Repo Man,87995,R
The Runaways,1017451,R
Fat Man and Little Boy,97336,PG-13
The Jane Austen Book Club,866437,PG-13
New Jersey Drive,113967,R
The New Adventures of Pippi Longstocking,93744,G
Old Gringo,98022,R
Bagdad Cafe,95801,PG
Wish I Was Here,2870708,R
Dead Heat,94961,R
Elegy,974554,R
Tougher Than Leather,96291,R
We Are Your Friends,3787590,R
Calvary,2234003,R
Turk 182,90217,PG-13
The Trigger Effect,117965,R
Their Finest,1661275,R
Om Shanti Om,1024943,
A la mala,4357170,PG-13
Night and the City,42788,
Phoenix Forgotten,6574272,PG-13
High Tension,338095,R
The Bride,88851,PG-13
Don 2,1285241,
Three O'Clock High,94138,PG-13
Worth Winning,98678,PG-13
Jimmy Hollywood,110197,R
The Portrait of a Lady,117364,PG-13
Pinocchio,255477,G
The Brother from Another Planet,87004,R
Scrooge,66344,G
Ne Zha,10627720,
The Pursuit of D.B. Cooper,82958,PG
Bad Company,112443,R
Street Angel,19429,
Ben Is Back,7545524,R
Warlock,53434,
The Secret Lives of Dentists,314630,R
Midnight Special,2649554,PG-13
Arabian Nights,34465,
The Real Cancun,360916,R
China: The Panda Adventure,255055,
Song of Norway,66393,G
The Gun in Betty Lou's Handbag,104376,PG-13
Then She Found Me,455805,R
A Monster Calls,3416532,PG-13
Liberty Heights,165859,R
Exterminator 2,87229,R
The Phantom of the Opera,16220,
The Cold Light of Day,1366365,PG-13
Allan Quatermain and the Lost City of Gold,92534,PG
Default,1871257,
Sweet Hearts Dance,96200,R
Atanarjuat: The Fast Runner,285441,R
Man of La Mancha,68909,PG
Jekyll and Hyde... Together Again,84171,R
Barb Wire,115624,R
Lost Highway,116922,R
Bound,115736,R
Power,91786,R
Curse of Chucky,2230358,R
Camping sauvage,389831,
Better Luck Tomorrow,280477,R
Norman,4191702,R
Critters 2,94919,PG-13
Jane Eyre,36969,
Benji: Off the Leash!,315273,PG
Two for the Seesaw,56626,
Of Human Bondage,58425,
With a Friend Like Harry...,216800,R
Max Steel,1472584,PG-13
Where to Invade Next,4897822,R
Let's Spend the Night Together,84242,PG
The September Issue,1331025,PG-13
Ida,2718492,PG-13
Melinda and Melinda,378947,PG-13
Yeh Jawaani Hai Deewani,2178470,
North Shore,93648,PG
Feds,95145,PG-13
The Door in the Floor,348593,R
Dr. Jekyll and Mr. Hyde,33553,G
Babes on Broadway,34485,
Sleight,4573516,R
Ruby Gentry,45109,
The Outrage,58437,
Manon of the Spring,91480,PG
Yanks,80157,R
The Phantom of the Opera,98090,R
Charlie Bartlett,423977,R
Ip Man 4: The Finale,2076298,
Of Gods and Men,1588337,"R,PG-13"
The Winslow Boy,155388,G
Playing by Heart,145734,R
Loverboy,97790,PG-13
Mr. Turner,2473794,R
Young@Heart,1047007,PG
Peaceful Warrior,438315,PG-13
Nicholas and Alexandra,67483,"GP,PG"
Searching for Sugar Man,2125608,PG-13
Memories of Me,95613,PG-13
Bat*21,94712,R
Ace in the Hole,43338,
The Adventures of Robin Hood,29843,PG
Fluke,113089,PG
The Pebble and the Penguin,114108,G
Gordy,113199,G
P2,804516,R
"Welcome Home, Roxy Carmichael",100911,PG-13
Buck Privates,33436,
Meet Wally Sparks,119644,R
Cat People,34587,
My Name Is Khan,1188996,PG-13
I'm Not There,368794,R
The Anniversary Party,254099,R
Mountains of the Moon,100196,R
Buck,1753549,PG
Pork Chop Hill,53183,
Irrational Man,3715320,R
What Ever Happened to Baby Jane?,56687,
Passed Away,105103,PG-13
Bottle Shock,914797,PG-13
Three Colors: Red,111495,R
Please Give,878835,R
Breaking the Waves,115751,R
Replicas,4154916,PG-13
Bully,1682181,"R,PG-13"
Playing God,119906,R
Peter's Friends,105130,R
Black Christmas,71222,R
Secretary,274812,R
The Way of the Dragon,68935,R
Frances Ha,2347569,R
Good Bye Lenin!,301357,R
The Gospel of John,377992,PG-13
Le Dîner de Cons,119038,PG-13
Tank Girl,114614,R
The Hero,5655222,R
Impromptu,102103,PG-13
Denial,4645330,PG-13
That's Life!,92079,PG-13
Sleuth,69281,PG
Ya veremos,7948540,PG-13
Goon,1456635,R
Big Bully,115676,PG
Exotica,109759,R
Uri: The Surgical Strike,8291224,
Priest,110889,R
East Is East,166175,R
A Day Without a Mexican,377744,R
Dancer in the Dark,168629,R
Lovely & Amazing,258273,R
The Water Diviner,3007512,R
A Hologram for the King,2980210,R
Red Scorpion,98180,R
Ultimate X: The Movie,297445,PG
Sweet and Lowdown,158371,PG-13
The Fog of War,317910,PG-13
Pinky,41746,
In Harm's Way,59309,
Popcorn,102690,R
Stronger,3881784,R
Swiss Army Man,4034354,R
Detroit Rock City,165710,R
Hot Pursuit,93215,PG-13
China Cry: A True Story,101578,PG-13
That's Dancing!,90152,G
Greenberg,1234654,R
Left Behind: The Movie,190524,"R,PG-13"
The Book of Henry,4572792,PG-13
Before Night Falls,247196,R
Listen to Me,97756,PG-13
Yellowbeard,86618,PG
Four Rooms,113101,R
Roadie,81433,PG
Trenchcoat,86476,PG
Inside Job,1645089,PG-13
Meet the Deedles,120645,PG
Hear My Song,102014,R
Melvin and Howard,81150,R
Brian Banks,3920820,PG-13
Mortuary,87746,R
Much Ado About Nothing,2094064,PG-13
Keeping Up with the Steins,415949,PG-13
Blindspotting,7242142,R
The Out of Towners,66193,G
After the Thin Man,27260,
The Tao of Steve,234853,R
Gotti,1801552,R
Staying Together,98383,R
Lisa,100031,PG-13
The Mean Season,89572,R
Dark Angel,99817,R
PCU,110759,PG-13
On the Line,279286,PG
Bogus,115725,PG
Oliver Twist,13450,
The Thief of Bagdad,15400,
Wagons East,111653,PG-13
It Happened One Night,25316,
Babette's Feast,92603,G
Willie & Phil,81758,R
Black Book,389557,R
Simply Irresistible,145893,PG-13
$,68152,R
Dear White People,2235108,R
Run,102818,R
Johnny English Strikes Again,6921996,PG
Hamlet,116477,PG-13
The Conversation,71360,PG
"Food, Inc.",1286537,PG
Don't Think Twice,4972062,R
Two Days in Paris,841044,R
The Adventures of Pluto Nash,180052,PG-13
Beyond Borders,294357,R
The Way,1441912,PG-13
The Company Men,1172991,R
Italian for Beginners,243862,R
Spartan,360009,R
The Railway Man,2058107,R
Amazing Grace,4935462,G
Bright Star,810784,PG
Persepolis,808417,PG-13
Tortilla Soup,255653,PG-13
All Night Long,82001,R
Anonymous,1521197,PG-13
Tolkien,3361792,PG-13
Lantana,259393,R
Joy of Sex,87513,R
Miss March,1151922,R
Au Revoir les Enfants,92593,PG
Death Before Dishonor,92854,R
Ong-Bak: The Thai Warrior,368909,R
Making the Grade,87666,R
The Mighty Quinn,97880,R
Magnum Force,70355,R
Mumford,140397,R
Graffiti Bridge,99691,PG-13
Snowpiercer,1706620,R
Away from Her,491747,PG-13
Made in Heaven,93467,PG
Cold War,6543652,R
Stealing Beauty,117737,R
Uptown Saturday Night,72351,PG
The Story of Robin Hood and His Merrie Men,45197,PG
Touching the Void,379557,R
Little Women,24264,
Jason and the Argonauts,57197,G
Sunset,96193,R
Little Voice,147004,R
Thirteen,328538,R
Deception,800240,R
River's Edge,91860,R
Pavarotti,6964076,PG-13
The Lookout,427470,R
Eliminators,91003,PG
Don't Let Go,6803212,R
Young Winston,69528,PG
National Lampoon's Senior Trip,113936,R
Suffragette,3077214,PG-13
Held Up,165831,PG-13
True Identity,103128,R
College,844671,R
Cinderfella,53716,
Your Friends and Neighbors,119517,R
Howl's Moving Castle,347149,PG
90 Minutes in Heaven,4337690,PG-13
King Kong Lives,91344,PG-13
True Story,2273657,R
Hands of Stone,1781827,R
Samson,6951892,PG-13
The Other Side of Heaven,250371,PG
Duets,134630,R
Adventures of Don Juan,40076,
This Is Spinal Tap,88258,R
Drugstore Cowboy,97240,R
"Grandview, U.S.A.",87359,R
Walking Tall,70895,R
Violets Are Blue...,92173,PG-13
The Fall of the Roman Empire,58085,
A Walk on the Moon,120613,R
In the Cut,199626,R
Absolutely Fabulous: The Movie,2112096,R
Atlas Shrugged: Part I,480239,PG-13
The Good Mother,95238,R
Mansfield Park,178737,PG-13
"Hey There, It's Yogi Bear",154587,G
Extreme Ops,283160,PG-13
Red Sun,67770,PG
Diggstown,104107,R
Off Beat,91668,PG
Hollywood Ending,278823,PG-13
American Anthem,90631,PG-13
"Paris, je t'aime",401711,R
The Virgin Suicides,159097,R
Little Buddha,107426,PG
Bleed for This,1620935,R
Band of the Hand,90693,R
Torch Song Trilogy,96289,R
Hilary and Jackie,150915,R
The Lover,101316,R
Hamlet 2,1104733,R
The Magdalene Sisters,318411,R
Invaders from Mars,91276,PG
Rainbow Brite and the Star Stealer,89877,G
Tweeker,192704,
Girl 6,116414,R
Titanic,46435,
The Magnificent Seven,54047,
The Driver,77474,"R,PG"
Birthday Girl,188453,R
The Playboys,105150,PG-13
Surf Ninjas,108258,PG
Leonard Part 6,93405,PG
From Justin to Kelly,339034,PG
The Apparition,1433822,PG-13
The Watcher in the Woods,81738,PG
Southern Comfort,83111,R
Bubble Boy,258470,PG-13
Frances,83967,R
Tempest,84776,PG
Heaven's Prisoners,116508,R
Birth,337876,R
I Am Love,1226236,R
Moon,1182345,R
Brass Target,77272,PG
The Diary of Anne Frank,52738,
The Treasure of the Sierra Madre,40897,
Your Name.,5311514,PG
David and Lisa,55892,
Broken Embraces,913425,R
Nikita,100263,R
Woman on Top,206420,R
Beirut,4669264,R
American Dreamer,86886,PG
The Three Burials of Melquiades Estrada,419294,R
Celebrity,120533,R
The Mustang,5952594,R
Stop Making Sense,88178,
Action Point,6495770,R
Simmba,7212726,
The Love Bug,64603,G
Dangerous Ground,118927,R
Miller's Crossing,100150,R
The Girl Who Kicked the Hornet's Nest,1343097,R
52 Pick-Up,90567,R
Paratrooper,46161,
Clara's Heart,94882,PG-13
The Yearling,39111,G
The Comedians,61502,
Jane Eyre,116684,PG
Hunt for the Wilderpeople,4698684,PG-13
Bandslam,976222,PG
Inchon,84132,PG
The Wind Rises,2013293,PG-13
Formula 51,227984,R
Bad Education,275491,"R,NC-17"
The in Crowd,163676,PG-13
Farewell My Concubine,106332,R
Miami Rhapsody,113808,PG-13
Venom,84854,R
Siegfried & Roy: The Magic Box,182299,
A Thousand Clowns,59798,
Charlotte's Web,70016,G
Hollywood Shuffle,93200,R
Cave of Forgotten Dreams,1664894,G
Black & White,165643,R
My Dinner with Andre,82783,PG
Love Letters,85871,R
Gardens of Stone,93073,R
The Skeleton Twins,1571249,R
The Ten Commandments,14532,
Orlando,107756,PG-13
October Baby,1720182,PG-13
The Guard,1540133,R
Second Sight,98276,PG
Amores perros,245712,R
Silver Bullet,90021,R
Airheads,109068,PG-13
The Human Stain,308383,R
The Sicilian,93966,R
Passion Fish,105107,R
Meatballs Part II,87700,PG
Monkeybone,166276,PG-13
The Gold Rush,15864,
Split Second,105459,R
The Kid,12349,
Robin Hood,13556,
Down to Earth,39337,
Hercules Unchained,52782,G
High Time,53912,
Pocketful of Miracles,55312,
Che!,64158,"M,PG"
Captain Sindbad,56904,G
The Miracle Worker,56241,
Troll,92115,PG-13
Sodom and Gomorrah,56504,G
Eve of Destruction,101831,R
Little Children,404203,R
Livin' Large!,102322,R
Gully Boy,2395469,
Stan & Ollie,3385524,PG
The Star Chamber,86356,R
A Night in Heaven,86011,R
Tiger Zinda Hai,5956100,
2,5080556,
Europa Europa,99776,R
Loose Cannons,100053,R
Bordello of Blood,117826,R
Paradise,84469,R
Gloria Bell,6902696,R
Central Station,140888,R
Elvira: Mistress of the Dark,95088,PG-13
Batman: Mask of the Phantasm,106364,PG
The Pallbearer,117283,PG-13
Swing Kids,108265,PG-13
Paris Can Wait,4429194,PG
Never Die Alone,354766,R
Avenging Angel,88757,R
"What's Up, Doc?",69495,G
Bitter Harvest,3182620,R
Underclassman,373416,PG-13
Down in the Delta,142231,PG-13
Phantoms,119891,R
Where the Money Is,149367,PG-13
For Heaven's Sake,16895,
The Warrior's Way,1032751,R
20th Century Women,4385888,R
My Bloody Valentine,82782,R
Nadine,93596,PG
Personal Best,84489,R
Outlaws,1566501,R
God's Not Dead: A Light in Darkness,6652708,PG
Gymkata,89243,R
Gallipoli,82432,PG
Get on the Bus,116404,R
Kolya,116790,PG-13
Orlando,1426379,
Indochine,104507,PG-13
Closed Circuit,2218003,R
Hardware,99740,R
A Most Violent Year,2937898,R
