Count
5374
661
583
319
274
262
154
134
113
108
74
56
48
48
47
42
41
36
31
31
30
30
25
24
23
22
18
18
17
16
16
14
14
14
13
13
13
12
11
10
10
9
9
8
8
8
8
7
6
6
6
6
6
6
6
6
5
5
5
5
5
5
5
5
5
4
4
4
4
4
4
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
