Movie_Title,Time
The Raven,110
Confessions of a Dangerous Mind,113
O,95
The Transporter Refueled,96
Late Night,102
Corvette Summer,105
The Thirteenth Floor,100
All the Pretty Horses,116
Legend,94
The Ghost Writer,128
Switch,103
My Boss&apos;s Daughter,86
Highlander II: The Quickening,91
Happily N&apos;Ever After,75
Loser,98
View from the Top,87
The Last Exorcism Part II,88
A Perfect Getaway,98
Firestarter,114
Halloween: The Curse of Michael Myers,87
Arthur et les Minimoys,94
The Corruptor,110
Pure Country,112
Thinner,93
And So It Goes,94
Grease 2,115
Muriel&apos;s Wedding,106
Dungeons &amp; Dragons,107
Child&apos;s Play 3,90
The Possession of Hannah Grace,86
The Girl in the Spider&apos;s Web,115
The Prodigy,92
Once Around,115
Music of the Heart,124
S.O.B.,122
Election,103
Step Up All In,112
Indian Summer,97
Keeping Up with the Joneses,105
Big Eyes,106
Per un pugno di dollari,99
Maximum Risk,101
Fly Me to the Moon,84
School Daze,121
The Chamber,113
Wild at Heart,125
Welcome to Mooseport,110
Dirty Dancing: Havana Nights,86
Disaster Movie,87
Alex &amp; Emma,96
Supernova,90
Scanners,103
A Chorus Line,113
The Return of the Living Dead,91
Amelia,111
The Ice Pirates,91
Josie and the Pussycats,98
Out Cold,89
Candyman: Farewell to the Flesh,95
Jackie,100
Blues Brothers 2000,123
Stealing Harvard,85
It Comes at Night,91
Hush,96
The Gate,85
Eighth Grade,93
Sin City: A Dame to Kill For,102
Nixon,192
Juwanna Mann,91
The Little Vampire,95
Osmosis Jones,95
Supergirl,124
The Crush,89
Critters,86
Intouchables,112
Daddy Day Camp,89
Inside Llewyn Davis,104
Feardotcom,101
Case 39,109
Ghost Town,102
Roller Boogie,104
Visiting Hours,105
The Mod Squad,92
Playing for Keeps,105
Living Out Loud,100
Volver,121
American Outlaws,94
Perfect,115
April Fool&apos;s Day,89
Man&apos;s Best Friend,87
The Quiet American,101
Religulous,101
The Concorde... Airport &apos;79,113
Gods and Generals,219
Carol,118
Love &amp; Mercy,121
Idlewild,121
I Think I Love My Wife,94
Silent House,86
The Light Between Oceans,133
The Omega Code,100
The Legend of the Lone Ranger,98
The Matador,96
Compromising Positions,99
Bad Influence,99
Ready to Rumble,107
I&apos;ll Be Home for Christmas,86
Confidence,97
Lone Wolf McQuade,107
12 Rounds,108
Before I Fall,98
Self/less,117
Hot Tub Time Machine 2,93
True Romance,119
A Stranger Among Us,110
Escape from the Planet of the Apes,98
No Mercy,106
Gattaca,106
Sunshine Cleaning,91
The Wild Bunch,145
Deathstalker,80
The Darjeeling Limited,91
Sorority Row,101
Blinded by the Light,118
The King and I,87
"Roman J. Israel, Esq.",122
End of the Spear,108
Phantasm,89
Upgrade,100
The Seven Year Itch,105
Jui kuen II,102
Get Over It,87
Nuovo Cinema Paradiso,155
Police Academy 6: City Under Siege,84
Alaska,109
Wing Commander,100
So I Married an Axe Murderer,93
The Last Kiss,115
Lifeforce,101
Zoom,93
Le pacte des loups,142
One Good Cop,114
Bobby,117
Unforgettable,100
Das Leben der Anderen,137
Manhattan Murder Mystery,104
Prêt-à-Porter,133
Extreme Prejudice,96
Out of the Furnace,116
Thumbelina,86
Lords of Dogtown,107
Deep Rising,106
D-War,107
The Astronaut Farmer,104
Antitrust,108
For Love or Money,96
"Give &apos;em Hell, Harry!",104
The Last Flight of Noah&apos;s Ark,97
The End of the Affair,102
The Astronaut&apos;s Wife,109
Hercules,98
RoboCop 3,104
Fear and Loathing in Las Vegas,118
Leave It to Beaver,84
Drive Angry,104
The Drop,106
Belle,100
Abandon,99
Glengarry Glen Ross,100
The Darkness,92
Stay Tuned,88
New York Stories,124
Live by Night,129
Head Over Heels,86
The Perfect Score,93
Stardust Memories,89
The Scarlet Letter,135
Raise Your Voice,107
Universal Soldier: The Return,83
Thief of Hearts,100
A Rage in Harlem,115
Fei ying gai wak,106
Home Fries,91
Narc,105
The Secret of NIMH,82
The Walk,123
The Fountain,97
Henry V,137
Bats,91
Cyborg,86
The Great Raid,132
Domino,127
Facing the Giants,111
Lovesick,95
The Belko Experiment,89
Prom,104
King Kong,100
Yonkers Joe,101
Once Bitten,94
Mr. Smith Goes to Washington,129
The Express,130
Belly,96
The Perfect Match,96
I Don&apos;t Know How She Does It,89
S1m0ne,117
The Baby-Sitters Club,94
Lost in Yonkers,114
Stone Cold,92
The Frisco Kid,119
Dragonball Evolution,85
Black Snake Moan,116
Hardcore Henry,96
Transamerica,103
The Boy in the Striped Pyjamas,94
First Daughter,106
Trail of the Pink Panther,96
Dark Blue,118
Flickan som lekte med elden,129
Meet the Blacks,94
Warlock,103
Superbabies: Baby Geniuses 2,88
Peeples,95
Late for Dinner,99
Mad Max,88
Renegades,106
Whatever It Takes,94
Suspect Zero,99
Street Fighter: The Legend of Chun-Li,96
To Catch a Thief,106
The Seeker: The Dark Is Rising,99
Before and After,108
Body Double,114
Scandal,115
Ratchet &amp; Clank,94
The Man with One Red Shoe,92
Chinatown,130
Stick,109
The Quiet Ones,98
Troop Beverly Hills,105
Serenity,106
Blue Velvet,120
Leprechaun,92
High Spirits,99
The Lost City of Z,141
An Unfinished Life,108
Tall Tale,96
The Blob,95
Christopher Columbus: The Discovery,120
Cry-Baby,85
The Cooler,101
Deadly Blessing,100
The Love Letter,88
Night Crossing,107
Machete Kills,107
The Meteor Man,100
The Texas Chainsaw Massacre 2,101
Woo,84
Aspen Extreme,113
The Death of Stalin,107
Strange Days,145
Firestorm,89
Anna,118
The Return,85
Enemies: A Love Story,119
Bad Words,89
In Bruges,107
The Best of Times,104
Vampire Academy,104
Slither,95
Dead Calm,96
Hoop Dreams,170
The Night Listener,91
Tupac: Resurrection,112
The Jerky Boys,82
Into the Night,115
Over Her Dead Body,95
Cidade de Deus,130
While We&apos;re Young,97
Mortdecai,107
Hackers,105
The Sugarland Express,110
Proof,100
Paranoia,106
Bones,96
Alice,106
The Crucible,124
The Squid and the Whale,81
Witchboard,98
Mid90s,85
Gold,120
She&apos;s Gotta Have It,84
North,87
The Longest Yard,121
El orfanato,105
The Hoax,116
Mujeres al borde de un ataque de &quot;nervios&quot;,88
Screwed,81
Shag,98
Relentless,92
Grandma,79
Children of the Corn II: The Final Sacrifice,92
Our Brand Is Crisis,107
The Vikings,116
Red Sonja,89
Nine 1/2 Weeks,117
Loving Vincent,94
The Great Gatsby,144
The Mambo Kings,104
Bãhubali: The Beginning,159
Fortress,95
Me and Earl and the Dying Girl,105
Running with Scissors,116
Thunderbirds,95
Conviction,107
Boy Erased,115
Nightmares,99
City Island,104
The Big Sleep,114
I Dreamed of Africa,114
Lost &amp; Found,100
The Razor&apos;s Edge,128
Strange Wilderness,87
Man cheng jin dai huang jin jia,114
Femme Fatale,114
Wings,144
Same Kind of Different as Me,119
Little Boy,106
Mac and Me,99
The Soldier,96
Motel Hell,101
It&apos;s Kind of a Funny Story,101
Post Grad,88
Cantinflas,102
Article 99,100
Rocky II,119
Gods and Monsters,105
El secreto de sus ojos,129
All Is Lost,106
Barton Fink,116
Chained Heat,95
Lowriders,98
UHF,97
Mystery Date,97
Rabbit-Proof Fence,94
Maudie,115
Un long dimanche de fiançailles,133
Nirgendwo in Afrika,141
Night and the City,105
The Sessions,95
Chasing Mavericks,116
Hitchcock,98
The Walking Dead,88
A Fine Mess,90
Deuces Wild,96
The Last Legion,101
The Perfect Holiday,96
Stanley &amp; Iris,104
The Bling Ring,90
Before Sunset,80
Real Women Have Curves,90
The Hitcher,97
Heaven &amp; Earth,140
Day of the Dead,101
Double Indemnity,107
Mongol,126
Eight Men Out,119
Who&apos;s Your Caddy?,93
Under Fire,128
RocknRolla,114
Mary Reilly,108
A Dangerous Method,99
El crimen del Padre Amaro,118
One Eight Seven,119
Kin,102
Hardware,94
Slums of Beverly Hills,91
Die Fälscher,99
Three of Hearts,102
A Scanner Darkly,100
Der Untergang,156
Heartbreak Hotel,97
Say It Isn&apos;t So,95
Rescue Dawn,120
Kundun,134
Wind,126
Before Sunrise,101
Split Second,90
Delirious,96
Cannery Row,120
Angels and Insects,116
Whatever Works,93
Made,95
Once Upon a Time in America,229
Danny Collins,106
Monkey Shines,113
Top Dog,86
The Truth About Charlie,104
The Hotel New Hampshire,109
Margin Call,107
Gossip,90
Grind,105
The Company You Keep,125
Butch and Sundance: The Early Days,115
The World&apos;s Fastest Indian,127
Vamp,93
Jakob the Liar,120
The Sun Is Also a Star,100
Innocent Blood,112
Let It Ride,90
Club Dread,104
"Kiss Me, Stupid",125
Solo,94
Just Visiting,88
Incarnate,87
Bud Abbott Lou Costello Meet Frankenstein,83
King David,114
Slackers,86
Dutch,107
"Se, jie",157
Longtime Companion,96
Love in the Time of Cholera,139
The Other Side of Heaven,113
Joe&apos;s Apartment,80
If Lucy Fell,92
C.H.U.D.,88
Mindhunters,106
Honkytonk Man,122
Curse of the Pink Panther,109
Bound by Honor,180
An American in Paris,114
Swingers,96
The Mark of Zorro,94
Rebecca,130
12 Angry Men,96
Solitary Man,90
Mrs. Soffel,110
Until September,95
"Jeff, Who Lives at Home",83
Mr. Nanny,84
Men with Brooms,102
Kiss Kiss Bang Bang,103
The Meddler,103
A Life Less Ordinary,103
Enemy Mine,108
Glitter,104
Man Trouble,100
Restoration,117
Serbuan maut,101
Kama Sutra: A Tale of Love,117
Witless Protection,99
Ran,162
Godzilla 1985,87
Gloria,108
Whipped,82
Willy Wonka &amp; the Chocolate Factory,100
American Ninja 2: The Confrontation,90
Idle Hands,92
King&apos;s Ransom,95
Mountains of the Moon,136
My Old Lady,107
Safety Not Guaranteed,86
The Pebble and the Penguin,74
Fluke,96
Flashpoint,93
The Man Who Knew Infinity,108
Top Hat,101
Me and You and Everyone We Know,91
L&apos;auberge espagnole,122
A United Kingdom,111
The Manhattan Project,117
Warlock: The Armageddon,98
The Assassination of Jesse James by the Coward Robert Ford,160
The Assassin&apos;s Code,95
Morgan,92
The Keep,96
Friend Request,92
Vera Drake,125
White Man&apos;s Burden,89
A Dry White Season,106
The Monster Squad,79
Mannequin: On the Move,95
The Merchant of Venice,131
Table 19,87
Les choristes,97
Stay,99
Caché,117
Scouts Guide to the Zombie Apocalypse,93
Rules Don&apos;t Apply,127
Cabin Boy,80
New Jersey Drive,98
Fat Man and Little Boy,127
Indivisible,119
The Good Thief,109
Pina,103
Blood and Chocolate,98
In Country,120
The Brothers Bloom,114
Talk Radio,110
Like Crazy,86
Kinjite: Forbidden Subjects,97
A Shock to the System,88
Gunmen,94
Les invasions barbares,99
Price of Glory,118
The Private Life of Sherlock Holmes,125
Avanti!,144
Pootie Tang,81
Stand Up Guys,95
Last Ounce of Courage,101
The Glass Shield,109
Veronica Mars,107
Robot &amp; Frank,89
Green Room,95
Pi,84
Barfly,100
Mei ren yu,94
Catfish,87
A Smile Like Yours,98
You Will Meet a Tall Dark Stranger,98
The Cat&apos;s Meow,114
Soul Survivors,84
Supercross,80
Relatos salvajes,122
White Mischief,107
Night of the Demons,90
The Boynton Beach Bereavement Club,105
Albert Nobbs,113
Colossal,109
Melancholia,135
Hedwig and the Angry Inch,95
The Guru,94
The Golden Bowl,130
China Moon,99
The House of Mirth,135
Heavenly Creatures,99
Songcatcher,109
Choke,92
Gracie,95
The Fly,94
Happiness,134
Return to the Blue Lagoon,102
The Identical,107
Newsies,121
Metropolitan,98
The Power of One,127
Thoroughbreds,92
Sid and Nancy,112
Reservoir Dogs,99
Youth,124
The Perez Family,113
The Way Back,133
Chéri,100
The Good Lie,110
Under the Skin,108
Utomlennye solntsem,135
Serbuan maut 2: Berandal,150
One Night Stand,102
Captivity,96
The Sum of Us,100
Pieces of April,80
The Dreamers,115
Ruby Sparks,104
Choose Me,106
Stranger Than Paradise,89
Pawn Sacrifice,115
THX 1138,86
The Hand,104
The Sapphires,103
Son of the Pink Panther,93
Class of 1999,99
Sidewalks of New York,108
Kalifornia,117
42nd Street,89
The Day of the Dolphin,104
Shanghai Surprise,97
White Hunter Black Heart,112
Trance,101
The Squeeze,101
L&apos;illusionniste,90
Touch of Evil,95
My All-American,118
Leprechaun 2,85
DysFunktional Family,89
Wilde,118
Wild Bill,98
La chute de l&apos;empire américain,127
Tarzan and the Lost City,83
Bird,161
Mar adentro,126
Un prophète,155
Zero Effect,116
Death and the Maiden,103
Faithful,91
Good Time,102
This Is Elvis,101
The Gate II: Trespassers,93
Mom and Dad Save the World,88
I Love You Phillip Morris,102
We Don&apos;t Live Here Anymore,101
Novocaine,95
Fauteuils d&apos;orchestre,106
Honky Tonk Freeway,107
Killer Joe,102
Date with an Angel,105
Greater,130
Limbo,126
State of Grace,134
Communion,109
Paradise Road,122
Goodbye Lover,102
Poison Ivy,93
Crooked Arrows,105
Desierto,88
Harrison&apos;s Flowers,130
The Dangerous Lives of Altar Boys,104
Saul fia,107
King of the Mountain,90
Somewhere,97
Clay Pigeons,104
Billy Lynn&apos;s Long Halftime Walk,113
The Waterdance,106
Lady in White,113
Everything Is Illuminated,106
The Comedian,120
Factory Girl,100
The White Countess,135
Matewan,135
Slamma Jamma,104
Dumbo,64
Keeping Mum,99
Hong hai xing dong,142
A Boy Called Po,95
Ararat,115
Lianna,110
Company Business,98
Married Life,91
Oscar and Lucinda,132
The Kid,100
2046,129
Ernest Rides Again,96
Paradise Now,91
Birdy,120
Sahara,111
Lolita,137
Wonder Wheel,101
I&apos;ve Heard the Mermaids Singing,81
Los amantes pasajeros,90
The Devil&apos;s Double,109
Snow Flower and the Secret Fan,104
Thumbsucker,96
The Ultimate Life,105
Cecil B. Demented,87
The House on Sorority Row,91
Iris,91
Funny Games,111
The Hot Spot,130
Radioland Murders,108
King of the Hill,103
From Beyond,85
City of Hope,129
Losin&apos; It,100
MVP: Most Valuable Primate,93
The Singles Ward,102
Turn It Up,86
A Time of Destiny,118
Mandy,121
Nueve reinas,114
Dylan Dog: Dead of Night,108
Me and Orson Welles,114
Ninotchka,110
Kill the Irishman,106
The Lair of the White Worm,93
Cool as Ice,91
Find Me Guilty,125
Year of the Gun,111
I Capture the Castle,113
Lazer Team,102
Infamous,110
Heathers,103
The Rover,103
Taegukgi hwinalrimyeo,140
Mother and Child,125
The R.M.,101
Eyes of a Stranger,84
Street Smart,97
Groove,86
Winter Kills,97
The Perfect Game,118
What Just Happened,104
And When Did You Last See Your Father?,92
DEFCON-4,88
Wonderland,104
Kafka,98
No Man&apos;s Land,98
Mike&apos;s Murder,109
Sukkar banat,95
The Mother,112
Nuovomondo,118
Casino Jack,108
Les innocentes,115
Waterland,95
Chuck &amp; Buck,96
The Thing Called Love,116
A Home at the End of the World,97
Hard Candy,104
Hævnen,118
Thr3e,101
Owning Mahowny,104
5 Flights Up,88
Drums Along the Mohawk,104
Appointment with Death,102
The Hunting Party,101
The Lord of the Rings,132
Rampart,108
Knight Moves,116
The Babadook,94
The Hanging Garden,91
The Yards,115
La otra conquista,105
Princess Ka&apos;iulani,130
Amateur,105
Song of the Sea,93
Tough Guys Don&apos;t Dance,110
Duma,100
Mirrormask,101
Latter Days,107
Born to Be Blue,97
The Crossing Guard,111
Saint Ralph,98
Rampage,97
The Barbarians,87
Heaven,97
Without Limits,117
Bis ans Ende der Welt,158
El espinazo del diablo,106
Party Monster,98
Kiss or Kill,96
The Shape of Things,96
Once I Was a Beehive,119
Vampire&apos;s Kiss,103
Rocket Science,101
The Catcher Was a Spy,94
Karakter,122
Yves Saint Laurent,106
On the Road,124
Trees Lounge,95
Split Decisions,95
Guadalupe,90
Imagine Me &amp; You,90
Maniac Cop,85
Apartment Zero,124
Japanese Story,110
Inside Deep Throat,89
Parkland,93
Dirty Dancing,100
Texas Rangers,90
"The Prize Winner of Defiance, Ohio",99
Ruby Cairo,110
Poison,85
The Bronze,100
Guinevere,104
Powaqqatsi,99
Night of the Creeps,88
Two Much,118
Blue Like Jazz,108
The Signal,103
The Future,91
Down in the Valley,108
A Tale of Love and Darkness,95
Twelfth Night or What You Will,134
Oorlogswinter,103
Machine Gun Preacher,129
Sunrise: A Song of Two Humans,94
"Peace, Love &amp; Misunderstanding",96
Nobel Son,110
Mil-jeong,140
Max,106
Cuba,122
Things to Do in Denver When You&apos;re Dead,115
Madison,94
Unsullied,93
The One I Love,91
Delgo,94
Le nom des gens,100
Amy&apos;s Orgasm,87
Grave,99
Preacher&apos;s Kid,110
Bilal: A New Breed of Hero,105
Cube,90
Manny &amp; Lo,88
The Two Faces of January,96
The Grey Zone,108
Federal Hill,97
Death of a President,97
By the Sea,122
Et maintenant on va où?,110
Prefontaine,106
Hangin&apos; with the Homeboys,88
Freeheld,103
Cattle Annie and Little Britches,97
Underneath,99
The African Queen,105
Joshua Then and Now,119
Johnny Got His Gun,111
Madeo,129
All the Real Girls,108
Ondine,111
From Mexico with Love,96
Bottle Rocket,91
Poolhall Junkies,99
Jimmy&apos;s Hall,109
Steel Dawn,101
Love Serenade,101
"War, Inc.",107
Bring Me the Head of Alfredo Garcia,112
W.E.,119
The Disappearance of Eleanor Rigby: Them,123
The Signal,97
Mean Creek,90
Below,105
The Celestine Prophecy,99
Agora,127
Grace of My Heart,116
Cronos,94
My First Mister,109
Strangeland,85
Ride with the Devil,138
Les rivières pourpres,106
Grey Owl,118
2 Days in New York,96
Fugitive Pieces,104
Molière,120
One from the Heart,107
Remember,94
The Night of the Hunter,92
The D Train,101
Play the Game,105
Charlotte Gray,121
The Claim,120
The Saddest Music in the World,100
The Thief and the Cobbler,90
Alone Yet Not Alone,103
Mr. Church,104
The Secret of Kells,71
The Caveman&apos;s Valentine,105
Fanboys,120
The Opposite Sex and How to Live with Them,86
The Paperboy,107
Tangerine,88
Oldeuboi,120
À bout portant,84
Middle Men,105
The Wicked Lady,98
Lust in the Dust,84
Men with Guns,127
"Sister, Sister",91
Cosmopolis,109
The Go-Between,116
Fire and Ice,81
The Statement,114
The Salton Sea,103
Personal Velocity: Three Portraits,86
The Ten,96
Young Adam,98
The Church,81
Only God Forgives,90
Panic,88
31,102
The Boost,95
Anna Karenina,108
The Toxic Avenger Part II,102
Climax,97
Factotum,94
Waxwork,95
Charly,103
"In weiter Ferne, so nah!",144
"Come Back to the 5 &amp; Dime Jimmy Dean, Jimmy Dean",109
Atlas Shrugged: Part III,99
Brigham City,119
Beastmaster 2: Through the Portal of Time,107
Parents,81
My Blueberry Nights,95
Where the Truth Lies,107
Control,122
Mother&apos;s Boys,96
The Blood of Heroes,90
Intermission,105
Simpatico,106
Ruby,110
The Taking of Beverly Hills,96
Timecode,97
Pat Garrett &amp; Billy the Kid,122
Broken English,97
The Long Goodbye,112
Diary of the Dead,95
Meek&apos;s Cutoff,104
Don&apos;t Look Now,110
The Protector,91
Rockstar,159
Million Dollar Mystery,95
Little Italy,102
In the Mood,98
March or Die,107
Caravans,127
The Investigator,101
L&apos;insulte,113
Ruby in Paradise,114
Goya&apos;s Ghosts,113
The Adventurer: The Curse of the Midas Box,100
Paris,130
Unconditional,92
Stalingrad,131
The Hollars,88
Silver City,128
Third Person,137
Attack the Block,88
Another Day in Paradise,101
Casablanca,102
Film Stars Don&apos;t Die in Liverpool,105
The Children of Huang Shi,125
Buried,95
Dead Man,121
Animal Kingdom,113
Money for Nothing,100
Light Sleeper,103
Joyeux Noël,116
Bad Moon,80
There Be Dragons,122
September Dawn,111
Undiscovered,97
Blood and Wine,101
Crush,108
Of Unknown Origin,89
The Machinist,101
Little Odessa,98
Made in Dagenham,113
Silk,107
Red State,88
Where the Heart Is,107
Vor,96
Osama,83
Macbeth,113
Valmont,137
Fellini - Satyricon,129
L.I.E.,97
Miracle Mile,87
Living in Oblivion,90
Trois,93
The Lords of Salem,101
Don&apos;t Tell Her It&apos;s Me,103
Persecuted,91
Repentance,90
Bee Season,104
Banlieue 13,84
Flawless,108
Equilibrium,107
Mute Witness,95
High Life,113
Child 44,137
The Funeral,99
Elephant,81
Slacker,97
Slow Burn,93
Slumber Party Massacre III,87
The Abandoned,99
Micmacs à tire-larigot,105
Eddie Macon&apos;s Run,95
Hideous Kinky,98
Robot Jox,85
Walking and Talking,86
Tumbleweeds,102
Churchill,105
Time Changer,95
Native Son,111
8 Million Ways to Die,115
Personal Shopper,105
The Good German,105
The Fourth War,91
Another Earth,92
Saints and Soldiers,90
Le passé,130
The Neon Demon,117
Le Petit Prince,108
At Play in the Fields of the Lord,189
The Secrets of Jonathan Sperry,96
Kansas City,116
The Offspring,99
Everybody Wins,97
South Central,98
Andhadhun,139
Kelly&apos;s Heroes,144
Give My Regards to Broad Street,108
El Chicano,144
Northfork,103
Infinitely Polar Bear,90
The Man from Elysian Fields,106
A Prayer for the Dying,107
Down by Law,107
The Joneses,96
Toni Erdmann,162
Donnie Darko,113
The Diary of a Teenage Girl,102
Julieta,99
Nochnoy dozor,114
City of Industry,97
Hors de prix,106
Jane Got a Gun,98
La cité des enfants perdus,112
Stepfather II,93
Kon-Tiki,118
Being Human,122
Murderball,88
A Midnight Clear,108
Girlfight,110
Dogville,178
Destroyer,121
The Eiger Sanction,129
Josh and S.A.M.,96
The Last of the Finest,106
The Gingerbread Man,114
Trust the Man,103
Hamlet,112
Veronica Guerin,98
Your Sister&apos;s Sister,90
The Garbage Pail Kids Movie,97
Solarbabies,94
Nicholas Nickleby,132
Citizen Kane,119
"New York, I Love You",103
A Ghost Story,92
Brain Dead,85
Den skaldede frisør,116
Gun Shy,101
Pirates,121
Spider,98
How I Got Into College,86
Get Crazy,92
I Saw the Light,123
Marci X,84
Chacun cherche son chat,91
Suicide Kings,106
When Time Ran Out...,121
The Bad Lieutenant: Port of Call - New Orleans,122
Best of the Best,97
Stoker,99
Death Wish V: The Face of Death,95
A Home of Our Own,104
Sweet Land,110
Even Cowgirls Get the Blues,106
Steel,97
Cutter&apos;s Way,109
Take Shelter,121
Little Nikita,98
We Need to Talk About Kevin,112
The Broken Hearts Club: A Romantic Comedy,94
Flipped,90
Carnosaur,83
A Better Life,98
Tune in Tomorrow...,107
Stone,105
Hurlyburly,122
Harry Brown,103
The Last Tycoon,123
Tusk,102
A Quiet Passion,125
Bitter Moon,139
The Mighty Macs,99
The Kiss,101
Baby It&apos;s You,105
Legend,132
Breaking In,94
Only Lovers Left Alive,123
Cop,110
Vibes,99
The Night We Never Met,99
A Sound of Thunder,110
Permanent Record,91
The Proposition,104
Le déclin de l&apos;empire américain,101
The Iceman,106
Spellbinder,99
"Happy, Texas",98
Two Girls and a Guy,84
Crazy in Alabama,111
Margot at the Wedding,93
The Clan of the Cave Bear,98
Yume,119
Nate and Hayes,99
Demolition,101
Oliver Twist,130
Marriage Story,137
Bad Lieutenant,96
Surviving Picasso,125
Bubba Ho-Tep,92
The Immigrant,120
Night on Earth,129
The Dressmaker,119
Sphinx,118
Beyond the Mat,102
Trick,89
Brick,110
De rouille et d&apos;os,120
Ravenous,101
Auto Focus,105
Raising Victor Vargas,88
The Sheltering Sky,138
The Wackness,99
The Wizard of Oz,102
I&apos;m Not Ashamed,112
The Maltese Falcon,100
Othello,123
The Nutcracker,92
Videodrome,87
Låt den rätte komma in,114
Mallrats,94
Paterson,118
The Quiet Earth,91
A Dog of Flanders,100
Mrs. Parker and the Vicious Circle,125
Blood Simple,99
Shadow Conspiracy,103
Heartbeeps,78
The Endless Summer 2,109
Bamboozled,135
Jem and the Holograms,118
Oldboy,104
But I&apos;m a Cheerleader,85
La vie d&apos;Adèle,180
Transsiberian,111
Shattered Glass,94
Smilla&apos;s Sense of Snow,121
Das weiße Band - Eine deutsche Kindergeschichte,144
Perfume: The Story of a Murderer,147
Le Week-End,93
The East,116
The Women,133
Showdown in Little Tokyo,79
La doublure,85
The Resurrection of Gavin Stone,91
"Yes, Giorgio",110
Collide,99
The Fall,117
The Company,112
Pecker,87
Sky Bandits,105
She&apos;s the Man,105
Double Dragon,96
Redbelt,99
At Close Range,111
Downtown,96
Bon voyage,114
Buffalo &apos;66,110
I&apos;m in Love with a Church Girl,118
BloodRayne,95
Arctic,98
Lawnmower Man 2: Beyond Cyberspace,93
Go Fish,83
The Stupids,94
The Disappointments Room,91
The Prisoner of Zenda,108
Farewell to the King,117
Gojira,96
The Basketball Diaries,102
You Kill Me,93
Tulip Fever,105
The Homesman,122
Never Let Me Go,103
LBJ,98
Jefferson in Paris,139
Suspiria,152
The Lost City,144
"Silent Night, Deadly Night",79
Desert Hearts,91
Rumble Fish,94
Moskva slezam ne verit,150
The King of Comedy,109
Impulse,91
Red Rock West,98
Frozen River,97
Full Frontal,101
Truth,125
Impulse,109
Carnage,80
King of New York,103
Captive,97
Calendar Girl,90
Girl in Progress,93
N-Secure,105
Todos lo saben,133
Who Dares Wins,125
Samsara,102
Junebug,106
Yip Man 3,105
Blind Fury,86
Bobby Jones: Stroke of Genius,123
Desperate Hours,105
The Pyramid,89
Dr. Jekyll and Ms. Hyde,100
Est - Ouest,121
How to Lose Friends &amp; Alienate People,110
Unforgettable,117
Saving Christmas,79
Gleaming the Cube,105
Heat,101
Filly Brown,80
Running on Empty,116
Letters to God,110
eXistenZ,97
Airborne,91
In the Company of Men,97
Home Run,113
Rappin&apos;,92
Another You,94
The Hudsucker Proxy,111
No Man&apos;s Land,107
Shallow Grave,89
Tadpole,78
Sleeper,89
Tsotsi,95
Isn&apos;t She Great,95
Basquiat,107
Before I Go to Sleep,92
Miss Potter,88
Rock the Kasbah,106
Fright Night Part 2,104
The Last Days of Disco,113
Bullies,96
Running Brave,106
Original Gangstas,99
Illegal Tender,108
Malone,92
Sunshine State,141
Beautiful,112
The Public Eye,99
CrissCross,100
Jawbreaker,87
Blindness,121
Chloe,96
Speed Zone,94
Mr. Wonderful,98
Rosewater,103
Mean Streets,112
The Favor,97
Sgt. Stubby: An American Hero,84
Two Lovers,110
The Big Kahuna,90
Resurrecting the Champ,112
Les frères Sisters,122
Silent Fall,101
The Limey,89
La piel que habito,120
Vertigo,128
Anything Else,108
Another Year,129
The Fifth Estate,128
Zoot Suit,103
At Long Last Love,118
Only the Strong,99
Romeo Is Bleeding,110
What We Do in the Shadows,86
My Boyfriend&apos;s Back,85
Squanto: A Warrior&apos;s Tale,102
Atlas Shrugged II: The Strike,111
Harsh Times,116
The Work and the Glory,118
Starchaser: The Legend of Orin,100
Near Dark,94
Blue Sky,101
Wrong Is Right,117
Next Stop Wonderland,104
Born American,97
The To Do List,104
First Reformed,113
The F Word,98
The Lemon Sisters,93
&apos;Til There Was You,113
Disobedience,114
Foreign Correspondent,120
Heaven&apos;s Gate,219
The Wraith,93
Major League: Back to the Minors,100
8 Heads in a Duffel Bag,95
Physical Evidence,99
Repo Man,92
The Runaways,106
The New Adventures of Pippi Longstocking,104
Old Gringo,119
Elegy,112
Wish I Was Here,106
Dead Heat,86
We Are Your Friends,96
Their Finest,117
The Trigger Effect,94
Phoenix Forgotten,87
The Bride,118
Pinocchio,108
Jimmy Hollywood,112
The Brother from Another Planet,108
Bad Company,108
The Pursuit of D.B. Cooper,100
Warlock,121
Midnight Special,112
The Gun in Betty Lou&apos;s Handbag,89
A Monster Calls,108
Then She Found Me,100
The Cold Light of Day,93
Allan Quatermain and the Lost City of Gold,99
Sweet Hearts Dance,101
Jekyll and Hyde... Together Again,87
Lost Highway,134
Bound,109
Barb Wire,98
Better Luck Tomorrow,101
Max Steel,92
Critters 2,86
The Door in the Floor,111
Earth Girls Are Easy,100
Yanks,138
Charlie Bartlett,97
Des hommes et des dieux,122
Yip Man 4,107
Playing by Heart,121
Peaceful Warrior,120
Memories of Me,105
Ace in the Hole,111
P2,98
I&apos;m Not There,135
Irrational Man,95
Please Give,87
Bottle Shock,110
Replicas,107
Playing God,94
Peter&apos;s Friends,101
Secretary,107
Good Bye Lenin!,121
Tank Girl,104
Denial,109
The Visual Bible: The Gospel of John,180
Big Bully,90
The Hero,96
Twin Peaks: Fire Walk with Me,134
Dancer in the Dark,140
A Day Without a Mexican,100
The Water Diviner,111
