Movie_Title,Time
Beastly,86
Loaded Weapon 1,84
Grosse Pointe Blank,107
Cannonball Run II,108
Out to Sea,106
Abduction,106
Johnny English,89
The Prince &amp; Me,111
Happy Death Day 2U,100
Ernest Saves Christmas,95
Doom,105
After the Sunset,97
28 Weeks Later,100
Defiance,137
Fathers&apos; Day,98
Ready or Not,95
Untraceable,101
Taxi Driver,114
Drop Zone,101
Baby Boy,130
The Last Starfighter,101
Molly&apos;s Game,140
Capote,114
Kick-Ass 2,103
Draft Day,110
"Girl, Interrupted",127
One Direction: This Is Us,92
The Dream Team,113
Point Break,114
The Watcher,97
The Insider,157
Chimpanzee,78
James and the Giant Peach,79
A Walk in the Woods,104
Twilight Zone: The Movie,101
The Fog,100
Did You Hear About the Morgans?,103
Spy Hard,81
The World According to Garp,136
The Hate U Give,133
Wild Things,108
Harry and the Hendersons,110
Grudge Match,113
Serpico,130
Hostiles,134
Green Card,107
Mystery Men,121
Spartacus,197
"I, Tonya",119
The Iron Lady,105
Hollywood Homicide,116
How Do You Know,121
The Great Debaters,126
Life,104
The Fighting Temptations,123
The Banger Sisters,98
Honey,94
Assassins,132
Long Shot,125
A Night at the Roxbury,82
Queen of the Damned,101
The Mountain Between Us,112
From Here to Eternity,118
Halloween: Resurrection,94
Underworld: Blood Wars,91
Uncommon Valor,105
Sleepwalkers,91
Get on Up,139
An American Werewolf in London,97
Slender Man,93
Holmes &amp; Watson,90
Open Water,79
The Princess Bride,98
Powder,111
Home Alone 3,102
Joyful Noise,118
Deliver Us from Evil,118
Dune,137
Nuts,116
Get Rich or Die Tryin&apos;,117
Morning Glory,107
Collateral Beauty,97
Calendar Girls,108
The Pirates! In an Adventure with Scientists!,88
Conan the Destroyer,103
Air America,113
High Anxiety,94
Picture Perfect,101
Crimson Peak,119
How High,93
Charlie St. Cloud,100
Gods of Egypt,127
A Perfect World,138
The Mortal Instruments: City of Bones,130
The Debt,113
The Secret Garden,101
The Core,135
Leatherheads,114
From Hell,122
House at the End of the Street,101
August Rush,114
The Soloist,117
History of the World: Part I,92
Quarantine,89
Transporter 3,104
The Wedding Date,90
9,79
1941,118
Push,111
Children of a Lesser God,119
Milk,128
Extremely Loud &amp; Incredibly Close,129
Patriots Day,133
Cop &amp; ½,97
Dressed to Kill,104
Lake Placid,82
Murder by Numbers,115
Leaving Las Vegas,111
Cold Pursuit,119
Side Effects,106
The Age of Innocence,139
The Love Guru,87
Anacondas: The Hunt for the Blood Orchid,97
Kevin Hart: Let Me Explain,75
Nightcrawler,117
Hung fan kui,104
Entourage,104
(500) Days of Summer,95
Bride of Chucky,89
Love &amp; Other Drugs,112
The Men Who Stare at Goats,94
Mother&apos;s Day,118
October Sky,108
Paranormal Activity: The Marked Ones,84
Jungle Fever,132
Almost Famous,122
Unfriended,83
Darkness Falls,86
The Pianist,150
Proof of Life,135
Hard Target,97
Bad News Bears,113
Blade Runner,117
Mercury Rising,111
Friday the 13th: The Final Chapter,91
TRON,96
Friday After Next,85
*batteries not included,106
Dracula 2000,99
The Rite,114
Arthur,110
Daylight,114
The Second Best Exotic Marigold Hotel,122
Zodiac,157
Matilda,98
Le fabuleux destin d&apos;Amélie Poulain,122
Child&apos;s Play,87
Silverado,133
The Informant!,108
Mr. Bean&apos;s Holiday,90
Woman in Gold,109
The Long Kiss Goodnight,121
See Spot Run,94
Monster Trucks,104
Planet of the Apes,112
Doubt,104
Curly Sue,101
Blue Jasmine,98
Dreamcatcher,136
Where the Heart Is,120
Carrie,98
Geostorm,109
Wind River,107
The Pink Panther Strikes Again,103
All About Steve,99
Darkman,96
The Relic,110
Mickey Blue Eyes,102
Closer,104
Death Wish,107
The Duff,101
King Ralph,97
Snakes on a Plane,105
Instinct,126
My Dog Skip,95
The Best Man,120
The Reader,124
The Hunted,94
Tommy,111
This Is Where I Leave You,103
Malibu&apos;s Most Wanted,86
Licence to Kill,133
"Everything, Everything",96
Alexander,175
Dangerous Liaisons,119
The Killing Fields,141
Judge Dredd,96
Cradle 2 the Grave,101
Psycho II,113
A Thin Line Between Love and Hate,108
White Fang,107
Take the Lead,118
Good Luck Chuck,101
The 5th Wave,112
Excalibur,140
Red Heat,104
Freddy&apos;s Dead: The Final Nightmare,89
Midnight Express,121
The Skulls,106
50/50,100
A Very Harold &amp; Kumar 3D Christmas,90
Green Zone,115
A Goofy Movie,78
The Watch,102
The Messengers,90
Live and Let Die,121
The Gauntlet,109
Intolerable Cruelty,100
The Hustle,93
Peppermint,101
Mermaids,110
Ad Astra,123
No Way Out,114
Children of Men,109
The American,105
Silkwood,131
Larry Crowne,98
The Indian in the Cupboard,96
Smokin&apos; Aces,109
Robin Hood: Men in Tights,104
Trouble with the Curve,111
Changeling,141
Shine,105
The Mothman Prophecies,119
The Island,136
The 15:17 to Paris,94
The Nice Guys,116
The Sentinel,108
Sliver,107
The Commuter,104
Death Race,105
Universal Soldier,102
Sucker Punch,110
The Thin Red Line,170
Million Dollar Arm,124
The &apos;Burbs,102
Freedom Writers,123
Taxi,97
Gung Ho,112
Soapdish,97
Vampires Suck,82
8MM,123
Colombiana,108
Friday the 13th Part III,95
Alive,120
Sphere,134
State of Play,127
Keeping the Faith,128
30 Minutes or Less,83
Brubaker,131
The Guilt Trip,95
28 Days,103
Crossroads,93
Jumping the Broom,112
The Change-Up,112
Lawless,116
J. Edgar,137
Man of the Year,115
Raising Helen,119
The Longest Ride,123
Paul,104
The Back-up Plan,104
Invictus,134
Out of Sight,123
In Time,109
First Knight,134
"Big Mommas: Like Father, Like Son",107
Abraham Lincoln: Vampire Hunter,105
Good Boy!,88
The Brothers Grimm,118
Postcards from the Edge,101
Seven Years in Tibet,136
Dead Again,107
Jigsaw,92
Urban Legend,99
Ri¢hie Ri¢h,95
40 Days and 40 Nights,96
Spaceballs,96
Showtime,95
Bill &amp; Ted&apos;s Bogus Journey,93
The Running Man,101
Ninja Assassin,99
10 Things I Hate About You,97
Treasure Planet,95
Scream 4,111
The Original Kings of Comedy,115
Mighty Morphin Power Rangers: The Movie,95
Meet the Spartans,87
Brooklyn,117
Stardust,127
Undercover Brother,86
About Last Night...,113
Little Shop of Horrors,94
Hot Shots! Part Deux,86
The Paper,112
Romeo and Juliet,138
Cruel Intentions,97
Earth to Echo,91
Crawl,87
The Sisterhood of the Traveling Pants,119
Something Borrowed,112
What&apos;s Love Got to Do with It,118
Primary Colors,143
The Grudge 2,102
The Crazies,101
The Adventures of Sharkboy and Lavagirl 3-D,93
King Arthur: Legend of the Sword,126
Annie Hall,93
Pitch Black,109
Three Amigos!,104
Lakeview Terrace,110
Second Act,103
Anna and the King,148
The Beach,119
The Ladykillers,104
Friday the 13th,95
Caddyshack,98
The Illusionist,110
I Still Know What You Did Last Summer,100
Enough,115
Roxanne,107
A Haunted House,86
You Got Served,95
Hannah and Her Sisters,107
Collateral Damage,108
Righteous Kill,101
Pete&apos;s Dragon,128
Allied,124
The Faculty,104
Resident Evil,100
Stranger Than Fiction,113
The Piano,121
Legion,100
2010: The Year We Make Contact,116
Catwoman,104
Yentl,133
Bridget Jones: The Edge of Reason,108
Mo&apos; Money,89
Three Fugitives,96
The Dark Crystal,93
Max Payne,100
Hard Ball,106
Short Circuit,98
Absence of Malice,116
Breakthrough,116
"Love, Simon",110
House on Haunted Hill,93
Falling Down,113
Windtalkers,134
Rocky V,104
The Ides of March,101
The Siege,116
Out of Time,105
End of Watch,109
Money Monster,98
The Last Exorcism,87
Money Talks,97
Clash of the Titans,118
What to Expect When You&apos;re Expecting,110
Private Parts,109
A Walk to Remember,101
Valerian and the City of a Thousand Planets,136
The Peacemaker,124
The Mirror Has Two Faces,126
Tequila Sunrise,115
Ronin,122
John Tucker Must Die,89
The Angry Birds Movie 2,97
The Hours,110
Almost Christmas,111
Easy Rider,95
The Hills Have Eyes,107
Exorcist: The Beginning,114
Nights in Rodanthe,97
The Return of the Pink Panther,113
Thir13en Ghosts,91
AVPR: Aliens vs Predator - Requiem,94
The Fisher King,137
A Dog&apos;s Way Home,96
Donnie Brasco,127
Around the World in 80 Days,167
Riddick,119
Dolphin Tale 2,107
Spanglish,131
Planet 51,91
Fever Pitch,104
White Nights,136
Lady in the Water,110
The Cabin in the Woods,95
Blue Thunder,109
Birdman or (The Unexpected Virtue of Ignorance),119
Bullitt,114
Heartbreak Ridge,130
Resident Evil: Retribution,95
Rambo,92
The Devil&apos;s Own,111
The Big Sick,120
Snitch,112
Gulliver&apos;s Travels,85
Rumor Has It...,97
Regarding Henry,108
Escape from Alcatraz,112
The Night Before,101
John Wick,101
Reign of Fire,101
You Only Live Twice,117
Transporter 2,87
Sense and Sensibility,136
Biloxi Blues,106
A Million Ways to Die in the West,116
Point Break,122
No Reservations,104
War Dogs,114
K-9,101
Star Trek: Nemesis,116
Edge of Darkness,117
Everest,121
Soul Food,115
Drop Dead Fred,103
Must Love Dogs,98
The One,87
Speed Racer,135
The Shining,146
The Beverly Hillbillies,92
Passenger 57,84
Hereditary,127
St. Vincent,102
The Sisterhood of the Traveling Pants 2,119
Young Guns II,104
Amistad,155
47 Meters Down,89
The Three Stooges,92
The Jungle Book,111
Up in Smoke,86
Nothing to Lose,98
No se aceptan devoluciones,115
The Negotiator,140
"McFarland, USA",129
Lost in Translation,102
The Good Son,87
Meet Joe Black,178
Going in Style,96
Smurfs: The Lost Village,90
Hall Pass,105
Spotlight,129
The Giver,97
28 Days Later...,113
Wonder Park,85
Domestic Disturbance,89
Here Comes the Boom,105
Bean,89
Thelma &amp; Louise,130
Ma,99
The Man from U.N.C.L.E.,116
Medicine Man,106
Moonrise Kingdom,94
Jaws 3-D,99
12 Strong,130
"O Brother, Where Art Thou?",107
The Great Wall,103
The Tigger Movie,77
Scarface,170
Young Guns,107
RoboCop 2,117
Saw 3D,90
Manhattan,96
Five Feet Apart,116
Breaking In,88
Wonder Woman 1984,151
The Best Exotic Marigold Hotel,124
The Legend of Zorro,129
Phone Booth,81
Colors,120
The Distinguished Gentleman,112
Practical Magic,104
The Rocketeer,108
Firefox,136
Boogeyman,89
Goosebumps 2: Haunted Halloween,90
The River Wild,111
How to Be Single,110
Goodfellas,146
"Dude, Where&apos;s My Car?",83
Red Sparrow,140
"See No Evil, Hear No Evil",103
Sicario,121
The Spy Who Loved Me,125
Final Destination 2,90
Silent Hill,125
Halloween,91
Killers,100
The Judge,141
Dan in Real Life,98
Shooter,124
Jersey Boys,134
The Rundown,104
Alien: Resurrection,109
The Skeleton Key,104
Big Fat Liar,88
Premonition,96
Single White Female,107
When a Stranger Calls,87
Vice,132
Agent Cody Banks,102
The Natural,138
Nim&apos;s Island,96
Secret Window,96
The Land Before Time,69
Sinister,110
Kick-Ass,117
Fat Albert,93
The Preacher&apos;s Wife,123
G.I. Jane,125
Wayne&apos;s World 2,95
Mask,120
The House Bunny,97
Malcolm X,202
Just Like Heaven,95
Bugsy,136
This Christmas,119
The Possession,92
My Sister&apos;s Keeper,109
Volcano,104
BlacKkKlansman,135
National Lampoon&apos;s European Vacation,95
Shampoo,110
Land of the Lost,102
Runaway Jury,127
"Planes, Trains &amp; Automobiles",93
Are We Done Yet?,92
Australia,165
Racing Stripes,102
Major League,107
Popeye,114
Old Dogs,88
Legal Eagles,116
Pain &amp; Gain,129
Red Tails,125
Woodstock,184
Dog Day Afternoon,125
A Walk in the Clouds,102
Absolute Power,121
Last Action Hero,130
Under Siege 2: Dark Territory,100
Fletch,98
Mighty Joe Young,114
Diary of a Mad Black Woman,116
The Crow,102
The Net,114
The Dark Tower,95
A Bridge Too Far,175
The Hurricane,146
Ouija,89
Syriana,128
The Mighty Ducks,104
Bull Durham,108
Apocalypto,139
Goldfinger,110
The Hitchhiker&apos;s Guide to the Galaxy,109
The Predator,107
Up Close &amp; Personal,124
Hide and Seek,101
Naked Gun 33 1/3: The Final Insult,83
Muppets Most Wanted,107
The Living Daylights,130
I Can Do Bad All by Myself,113
Lion,118
Exit Wounds,101
The Little Rascals,82
Footloose,113
The Odd Life of Timothy Green,105
Funny People,146
Atonement,123
The Call,96
King Arthur,126
Ghost Rider: Spirit of Vengeance,96
Underworld,121
The Forbidden Kingdom,104
Selma,128
Awakenings,121
Identity,90
Predators,107
Radio,109
The Color of Money,119
Stand by Me,89
The Lake House,99
The Royal Tenenbaums,110
Blade: Trinity,113
Insidious: Chapter 3,97
Southpaw,124
Kicking &amp; Screaming,95
Arachnophobia,109
The Prestige,130
A Madea Christmas,100
RED 2,116
Final Destination,98
Papillon,151
Beethoven&apos;s 2nd,89
Corpse Bride,77
Life as We Know It,115
"Yours, Mine &amp; Ours",88
Gisaengchung,132
Problem Child,81
A Simple Favor,117
Rookie of the Year,103
P.S. I Love You,126
Sabrina,127
3:10 to Yuma,122
Ying xiong,120
Paycheck,119
Tin Cup,135
Rambo III,102
Focus,105
Austin Powers: International Man of Mystery,94
The Three Musketeers,105
Insidious,103
Barbershop: The Next Cut,111
Assassin&apos;s Creed,115
Small Soldiers,108
Pet Sematary,101
Source Code,93
The Curse of La Llorona,93
Paranormal Activity 4,88
This Means War,103
Doc Hollywood,104
Starship Troopers,129
The Jackal,124
The Nutcracker and the Four Realms,99
Spawn,96
Don&apos;t Say a Word,113
Dora and the Lost City of Gold,102
The Guardian,139
Halloween H20: 20 Years Later,86
I Am Number Four,111
The Haunting in Connecticut,92
Ghosts of Girlfriends Past,115
Never Been Kissed,107
The BFG,117
What Dreams May Come,113
Alien³,114
Snake Eyes,98
Never Say Never Again,134
Legend of the Guardians: The Owls of Ga&apos;Hoole,97
Happy Death Day,96
Eyes Wide Shut,159
Hansel &amp; Gretel: Witch Hunters,88
Executive Decision,133
A Knight&apos;s Tale,132
Rat Race,112
12 Years a Slave,134
Clueless,97
The Time Machine,96
Guess Who&apos;s Coming to Dinner,108
Shanghai Noon,110
2001: A Space Odyssey,149
Escape Room,99
The Man in the Iron Mask,132
Beaches,123
Midnight in Paris,94
Annie,126
Twelve Monkeys,129
U.S. Marshals,131
The Blues Brothers,133
13 Going on 30,98
The Whole Nine Yards,98
Takers,107
Cleopatra,192
The Chronicles of Riddick,119
Invincible,105
Throw Momma from the Train,88
Shall We Dance?,106
The Butterfly Effect,113
The Lincoln Lawyer,118
Step Up 2: The Streets,98
Maze Runner: The Death Cure,143
Bicentennial Man,132
Demolition Man,115
Without a Paddle,95
Ali,157
The Secret Life of Walter Mitty,114
Baywatch,116
Tomb Raider,119
Open Range,139
Anastasia,94
Easy A,92
Funny Girl,151
Tenet,150
The Croods: A New Age,95
HouseSitter,102
Sea of Love,113
RoboCop,117
Jack,113
Curious George,87
Water for Elephants,122
Little Man,98
"Honey, I Blew Up the Kid",89
Jack Reacher: Never Go Back,118
Gothika,98
Son of God,138
Love Actually,135
Secretariat,123
The Benchwarmers,85
My Girl,102
Predator,107
Pacific Rim: Uprising,111
Little Miss Sunshine,101
Jungle 2 Jungle,105
Superman III,125
The Good Shepherd,167
Snow Day,89
Bad Santa,92
Spies Like Us,102
Resident Evil: Afterlife,96
The Cable Guy,96
Baby Mama,99
The Family Stone,103
Burn After Reading,96
Scrooged,101
Species,108
The Lucky One,101
Shanghai Knights,114
After Earth,100
The Saint,116
The Wedding Planner,103
National Lampoon&apos;s Vacation,98
Deepwater Horizon,107
Stomp the Yard,115
The Goonies,114
Flatliners,115
Rules of Engagement,128
Cinderella Man,144
Miracles from Heaven,109
Patton,172
The Electric Horseman,121
Ender&apos;s Game,114
The Wolfman,103
Splash,111
Bewitched,102
A Beautiful Day in the Neighborhood,109
Terminator: Dark Fate,128
Underworld: Evolution,106
The Adjustment Bureau,106
For Your Eyes Only,127
The Call of the Wild,100
Underworld: Awakening,88
The Fast and the Furious: Tokyo Drift,104
Black Mass,123
Jarhead,125
London Has Fallen,99
Scary Stories to Tell in the Dark,108
Unknown,113
The Witches of Eastwick,118
The Last Song,108
Life,108
The Shape of Water,123
In &amp; Out,90
Last Vegas,105
Sky High,100
Diary of a Wimpy Kid,120
Working Girl,113
Happy Feet Two,117
Deja Vu,126
Ice Age: Collision Course,94
17 Again,102
Down to Earth,87
Miracle,135
The Purge,85
L.A. Confidential,138
The Happening,91
A Dog&apos;s Purpose,100
Chronicle,89
Jackass: The Movie,87
Flushed Away,85
Staying Alive,93
Battleship,131
The Taking of Pelham 123,106
Madea&apos;s Witness Protection,114
Deuce Bigalow: Male Gigolo,88
Lara Croft Tomb Raider: The Cradle of Life,117
Bad Boys,119
Dark Phoenix,113
Magic Mike XXL,115
Herbie Fully Loaded,101
EverAfter,121
Anaconda,89
Allegiant,120
Kill Bill: Vol. 2,137
Big Fish,125
Warm Bodies,98
The Manchurian Candidate,129
The League of Extraordinary Gentlemen,110
The Final Destination,82
Looper,113
Babe,91
Contraband,109
Legends of the Fall,133
The Forgotten,91
Charlie Wilson&apos;s War,102
The Bone Collector,118
The Godfather: Part III,162
Spies in Disguise,102
A Good Day to Die Hard,98
Insomnia,118
Instant Family,118
Holes,117
This Is 40,134
The Tourist,103
A Perfect Murder,107
Heat,170
Sudden Impact,117
Insidious: The Last Key,103
Outbreak,127
Mr. Popper&apos;s Penguins,94
Octopussy,131
Obsessed,108
Bring It On,98
Purple Rain,111
Blue Streak,93
The House with a Clock in Its Walls,105
Percy Jackson: Sea of Monsters,106
Witness,112
Skyscraper,102
Cool Runnings,98
Sahara,124
Guess Who,105
Good Boys,90
Lost in Space,130
Book Club,104
Game Night,100
The Thomas Crown Affair,113
Vertical Limit,124
The Big Short,130
Fool&apos;s Gold,112
Rocky Balboa,102
Moonraker,126
Shaft,99
Mortal Kombat,101
The Invisible Man,124
V for Vendetta,132
The Best Man Holiday,123
No Strings Attached,108
Any Which Way You Can,116
JFK,189
All the President&apos;s Men,138
Broken Arrow,108
White Chicks,109
Shallow Hal,114
Bird on a Wire,110
Groundhog Day,101
The Smurfs 2,105
Paul Blart: Mall Cop 2,94
Turner &amp; Hooch,97
The Score,124
The Spiderwick Chronicles,96
The Rescuers,78
Safe Haven,115
"I Love You, Man",105
The Cannonball Run,95
Vantage Point,90
I Know What You Did Last Summer,101
Bridge of Spies,142
Hercules,98
Dolphin Tale,113
The Interpreter,128
Jackass Number Two,92
Justin Bieber: Never Say Never,105
Hotel for Dogs,100
John Carter,132
White House Down,131
Boo! A Madea Halloween,103
Hollow Man,112
Law Abiding Citizen,109
Yesterday,116
Beetle Juice,92
Monster House,91
Christmas with the Kranks,99
A Madea Family Funeral,109
Hugo,126
Captain Underpants: The First Epic Movie,89
Along Came a Spider,104
Deep Blue Sea,105
Sin City,124
The Girl on the Train,112
The Hitman&apos;s Bodyguard,118
Any Given Sunday,162
The Last of the Mohicans,112
Zombieland,88
The Rookie,127
Braveheart,178
Moneyball,133
We Bought a Zoo,124
Oliver &amp; Company,74
2 Guns,109
"You, Me and Dupree",110
Contagion,106
Star Trek: Generations,118
Hellboy II: The Golden Army,120
The Intern,121
Barbershop,102
The Family Man,125
The Haunted Mansion,99
The Jewel of the Nile,106
Constantine,121
Conspiracy Theory,135
The Ring Two,110
Pete&apos;s Dragon,102
The Untouchables,119
Paddington,95
Fantasia,125
Knight and Day,109
Star Trek III: The Search for Spock,105
Cocoon,117
Free Willy,112
Backdraft,137
Gangs of New York,167
The Terminal,128
Man on Fire,146
Hooper,99
Tower Heist,104
The Monuments Men,118
Cocktail,104
A.I. Artificial Intelligence,146
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88
City of Angels,114
The Naked Gun: From the Files of Police Squad!,85
The English Patient,162
Pixels,105
Alien,117
Star Trek II: The Wrath of Khan,113
Cape Fear,128
The Day the Earth Stood Still,104
48 Hrs.,96
Hannah Montana: The Movie,102
WarGames,114
The Purge: Election Year,108
Earthquake,122
Dark Shadows,113
The Golden Child,94
War Horse,146
Knowing,121
Moonstruck,102
Men in Black: International,114
Dear John,108
A Star Is Born,139
Eat Pray Love,133
Another 48 Hrs.,93
Jimmy Neutron: Boy Genius,82
The Notebook,123
Congo,109
While You Were Sleeping,103
21,123
Snow Dogs,99
The Talented Mr. Ripley,139
Payback,100
Unstoppable,98
M*A*S*H,116
Eight Below,120
Maze Runner: The Scorch Trials,131
Teenage Mutant Ninja Turtles: Out of the Shadows,112
Beowulf,115
Star Trek: The Motion Picture,132
Bridge to Terabithia,96
The Pink Panther,93
Blade II,117
Let&apos;s Be Cops,104
Mr. Holland&apos;s Opus,143
Dracula,128
Cheaper by the Dozen 2,94
The Descendants,115
Insidious: Chapter 2,106
Freddy vs. Jason,97
Steel Magnolias,117
Wrath of the Titans,99
The X Files,121
The Other Woman,109
Cliffhanger,113
Atlantis: The Lost Empire,95
Scooby-Doo 2: Monsters Unleashed,93
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,109
Pinocchio,88
Annabelle,99
Ferdinand,108
"Crazy, Stupid, Love.",118
The Santa Clause 3: The Escape Clause,97
Dangerous Minds,99
Tammy,97
The Poseidon Adventure,117
Cinderella,74
The Expendables 2,103
Green Book,130
Open Season,86
Aliens,137
Stripes,106
Power Rangers,124
Real Steel,127
Pineapple Express,111
Alita: Battle Angel,122
Entrapment,113
The SpongeBob SquarePants Movie,87
The Hand That Rocks the Cradle,110
Along Came Polly,90
Starsky &amp; Hutch,101
Waterworld,135
Inside Man,129
Back to the Future Part III,118
The Muppets,120
Failure to Launch,97
Peter Pan,77
The Ugly Truth,96
Scream 3,116
Don&apos;t Breathe,88
Oblivion,124
Taken 3,108
Percy Jackson &amp; the Olympians: The Lightning Thief,118
The Emperor&apos;s New Groove,78
Mystic River,138
Flightplan,98
Terminator Genisys,126
Get Hard,100
The Lone Ranger,150
Space Jam,88
John Wick: Chapter 2,122
Space Cowboys,130
RED,111
The Client,119
Blade Runner 2049,164
Flubber,93
Non-Stop,106
When Harry Met Sally...,95
The Town,125
Elysium,109
Red Dragon,124
Two Weeks Notice,101
Cats &amp; Dogs,87
The Magnificent Seven,132
Tomorrowland,130
The Bucket List,97
Lady and the Tramp,76
America&apos;s Sweethearts,102
The Fighter,116
The Ten Commandments,220
Flight,138
Master and Commander: The Far Side of the World,138
Maid in Manhattan,105
Julie &amp; Julia,123
The Mask of Zorro,136
Saturday Night Fever,118
Beverly Hills Chihuahua,91
He&apos;s Just Not That Into You,129
"10,000 BC",109
The Book of Eli,118
42,128
Flashdance,95
Die Hard: With a Vengeance,128
Passengers,116
The Addams Family,86
Parenthood,124
The Hunchback of Notre Dame,91
Edge of Tomorrow,113
Kingsman: The Golden Circle,141
Yogi Bear,81
Cowboys &amp; Aliens,119
Bad Teacher,92
Casper,100
Shakespeare in Love,123
Fifty Shades Freed,105
Jumanji,104
Evan Almighty,96
Airport,137
A Wrinkle in Time,109
Eraser,115
Scream 2,120
The Equalizer,132
Sleeping with the Enemy,99
Gone in Sixty Seconds,118
Maverick,127
Journey to the Center of the Earth,93
Pacific Rim,131
The Equalizer 2,121
Mary Poppins,139
Butch Cassidy and the Sundance Kid,110
The Maze Runner,113
The Conjuring 2,134
The Mummy: Tomb of the Dragon Emperor,112
The Girl with the Dragon Tattoo,158
Annabelle: Creation,109
Daredevil,103
The Aviator,170
The General&apos;s Daughter,116
Murder on the Orient Express,114
Jaws 2,116
Just Go with It,117
The Expendables,103
Scream,111
Independence Day: Resurgence,120
Love Story,100
300: Rise of an Empire,102
GoldenEye,130
Indecent Proposal,117
Chicken Run,84
Analyze This,103
Miss Congeniality,109
Captain Phillips,134
Watchmen,162
Black Swan,108
Epic,102
A League of Their Own,128
Baby Driver,113
Paranormal Activity,86
Pulp Fiction,154
Angry Birds,97
Little Women,135
Superman II,127
The Princess Diaries,115
Hop,95
Ace Ventura: When Nature Calls,90
The Upside,126
Terms of Endearment,132
The Last Samurai,154
Black Hawk Down,144
Doctor Zhivago,197
The Little Mermaid,83
Spy Kids 3: Game Over,84
Twins,107
Enemy of the State,132
The Hangover Part III,100
Spy Kids,88
It&apos;s Complicated,121
Dr. Dolittle 2,87
Ghostbusters II,108
Face/Off,138
The Pacifier,95
The Addams Family,99
The Patriot,165
Magic Mike,110
The Bourne Legacy,135
Wild Wild West,106
Night at the Museum: Secret of the Tomb,98
Bolt,96
Maleficent: Mistress of Evil,119
The Village,108
Dodgeball: A True Underdog Story,92
Fifty Shades Darker,118
Big,104
American Graffiti,110
Dumbo,112
Girls Trip,122
Rocky,120
Horrible Bosses,98
The Nun,96
Die Hard 2,124
Ford v Ferrari,152
Big Momma&apos;s House,99
Basic Instinct,127
Now You See Me,115
Back to the Future Part II,108
Blades of Glory,93
A Series of Unfortunate Events,108
Salt,100
The Break-Up,106
Hairspray,117
Fahrenheit 9/11,122
The Sum of All Fears,124
The Other Guys,107
Total Recall,113
Hook,142
G-Force,88
Blazing Saddles,93
Walk the Line,136
Cloudy with a Chance of Meatballs 2,95
The Mask,101
Four Christmases,88
Van Helsing,131
I Now Pronounce You Chuck &amp; Larry,115
Inglourious Basterds,153
The Devil Wears Prada,109
Seabiscuit,140
Cloudy with a Chance of Meatballs,90
The Vow,104
The Fault in Our Stars,126
Life of Pi,127
Lone Survivor,121
Rocky III,99
Charlie&apos;s Angels,98
Terminator Salvation,115
Ocean&apos;s Twelve,125
Erin Brockovich,131
Tomorrow Never Dies,119
The Truman Show,103
Mr. Deeds,96
Safe House,115
Prometheus,124
Sleepless in Seattle,105
The Legend of Tarzan,110
Lucy,89
The World Is Not Enough,128
Smokey and the Bandit,96
My Best Friend&apos;s Wedding,105
Sweet Home Alabama,108
Super 8,112
The Silence of the Lambs,118
Central Intelligence,107
The Curious Case of Benjamin Button,166
Bumblebee,114
Rio 2,101
The Last Airbender,103
4: Rise of the Silver Surfer,92
Minority Report,145
The Departed,151
Close Encounters of the Third Kind,138
The Wolverine,126
Alvin and the Chipmunks: Chipwrecked,87
Mission: Impossible III,126
Troy,163
Wonder,113
Angels &amp; Demons,138
The Rock,136
Superman,143
Identity Thief,111
Wanted,110
Ride Along,99
Live Free or Die Hard,128
The Incredible Hulk,112
The Godfather,175
Patch Adams,115
The Santa Clause 2,104
Teenage Mutant Ninja Turtles,93
Chicken Little,81
Sister Act,100
The Matrix Revolutions,129
Taken 2,92
The Rocky Horror Picture Show,100
Stuart Little,84
Rush Hour 3,91
Ocean&apos;s Eight,110
Shazam!,132
Deep Impact,120
The Blair Witch Project,81
Rush Hour,98
The Chronicles of Narnia: Prince Caspian,150
A Few Good Men,138
Pocahontas,81
Marley &amp; Me,111
The Smurfs,103
The Meg,113
Juno,96
Slumdog Millionaire,120
Rio,96
Pokémon: Detective Pikachu,104
Kung Fu Panda 3,95
Doctor Dolittle,85
Mamma Mia!,108
The Fast and the Furious,106
"I, Robot",115
Daddy&apos;s Home,96
Terminator 3: Rise of the Machines,109
Rambo: First Blood Part II,96
Divergent,139
We&apos;re the Millers,110
La La Land,128
Runaway Bride,116
Sex and the City,145
Lethal Weapon 3,118
G.I. Joe: The Rise of Cobra,118
Cars 3,102
Beverly Hills Cop II,100
Scooby-Doo,89
Trolls,92
Jerry Maguire,139
Mad Max: Fury Road,120
Over the Hedge,83
Fast &amp; Furious,107
The Mummy,124
Fantastic Four,106
X-Men: Apocalypse,144
What Lies Beneath,130
San Andreas,114
Snow White and the Huntsman,127
Who Framed Roger Rabbit,104
Straight Outta Compton,147
Fatal Attraction,119
Ice Age: Continental Drift,88
The Waterboy,90
Jason Bourne,123
A Bug&apos;s Life,95
Django Unchained,165
Batman Returns,126
The Sound of Music,172
The SpongeBob Movie: Sponge Out of Water,92
Clash of the Titans,106
Big Daddy,93
The Pursuit of Happyness,117
The Proposal,108
Catch Me If You Can,141
Kung Fu Panda 2,90
Hannibal,131
Knives Out,130
Robin Hood: Prince of Thieves,143
2012,158
Fifty Shades of Grey,125
Casino Royale,144
Hotel Transylvania 3: Summer Vacation,97
Gone Girl,149
Meet the Parents,108
3 Men and a Baby,102
