Count
7375
1447
793
692
553
282
256
218
214
183
165
145
112
99
86
59
56
53
53
50
48
44
38
37
35
34
34
28
23
22
21
21
20
19
18
18
18
17
15
14
12
11
10
9
9
9
9
8
8
7
6
6
6
6
5
5
5
5
5
5
4
4
4
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
